date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-01-27,SKU0047,794,731,25.0,1225
2025-02-03,SKU0047,572,731,25.0,1225
2025-02-10,SKU0047,1080,762,25.0,1225
2025-02-17,SKU0047,858,762,25.0,1225
2025-02-24,SKU0047,635,762,25.0,1225
2025-03-03,SKU0047,413,1461,25.0,1225
2025-03-10,SKU0047,953,699,25.0,1225
2025-03-17,SKU0047,730,699,25.0,1225
2025-03-24,SKU0047,508,699,25.0,1225
2025-03-31,SKU0047,984,794,25.0,1225
2025-04-07,SKU0047,762,794,25.0,1225
2025-04-14,SKU0047,540,794,25.0,1225
2025-04-21,SKU0047,1111,0,25.0,1225
2025-04-28,SKU0047,889,826,25.0,1225
2025-05-05,SKU0047,667,826,25.0,1225
2025-05-12,SKU0047,444,826,25.0,1225
2025-05-19,SKU0047,1048,763,25.0,1225
2025-05-26,SKU0047,825,763,25.0,1225
2025-06-02,SKU0047,603,763,25.0,1225
2025-06-09,SKU0047,381,763,25.0,1225
2025-06-16,SKU0047,921,890,25.0,1225
2025-06-23,SKU0047,699,890,25.0,1225
2025-06-30,SKU0047,476,890,25.0,1225
2025-07-07,SKU0047,254,1620,25.0,1225
2025-07-14,SKU0047,922,730,25.0,1225
2025-07-21,SKU0047,699,730,25.0,1225
2025-07-28,SKU0047,477,1429,25.0,1225
2025-08-04,SKU0047,984,699,25.0,1225
2025-08-11,SKU0047,762,699,25.0,1225
2025-08-18,SKU0047,540,699,25.0,1225
2025-08-25,SKU0047,1016,795,25.0,1225
2025-09-01,SKU0047,794,795,25.0,1225
2025-09-08,SKU0047,571,795,25.0,1225
2025-09-15,SKU0047,349,795,25.0,1225
2025-09-22,SKU0047,922,984,25.0,1225
2025-09-29,SKU0047,699,984,25.0,1225
2025-10-06,SKU0047,477,984,25.0,1225
2025-10-13,SKU0047,254,984,25.0,1225
2025-10-20,SKU0047,1016,858,25.0,1225
2025-10-27,SKU0047,794,858,25.0,1225
2025-11-03,SKU0047,571,858,25.0,1225
2025-11-10,SKU0047,349,858,25.0,1225
2025-11-17,SKU0047,997,787,25.0,1225
2025-11-24,SKU0047,822,787,25.0,1225
2025-12-01,SKU0047,476,787,25.0,1225
2025-12-08,SKU0047,1016,684,25.0,1225
2025-12-15,SKU0047,853,684,25.0,1225
2025-12-22,SKU0047,651,684,25.0,1225
2025-12-29,SKU0047,1131,693,25.0,1225
2024-01-01,SKU0048,296,0,12.0,199
2024-01-08,SKU0048,85,291,12.0,199
2024-01-15,SKU0048,0,291,12.0,199
2024-01-22,SKU0048,171,0,12.0,199
2024-01-29,SKU0048,0,296,12.0,199
2024-02-05,SKU0048,266,0,12.0,199
2024-02-12,SKU0048,55,230,12.0,199
2024-02-19,SKU0048,0,230,12.0,199
2024-02-26,SKU0048,19,236,12.0,199
2024-03-04,SKU0048,206,0,12.0,199
2024-03-11,SKU0048,0,290,12.0,199
2024-03-18,SKU0048,0,290,12.0,199
2024-03-25,SKU0048,79,236,12.0,199
2024-04-01,SKU0048,0,236,12.0,199
2024-04-08,SKU0048,55,230,12.0,199
2024-04-15,SKU0048,0,230,12.0,199
2024-04-22,SKU0048,19,266,12.0,199
2024-04-29,SKU0048,0,266,12.0,199
2024-05-06,SKU0048,55,230,12.0,199
2024-05-13,SKU0048,0,230,12.0,199
2024-05-20,SKU0048,19,236,12.0,199
2024-05-27,SKU0048,206,0,12.0,199
2024-06-03,SKU0048,0,260,12.0,199
2024-06-10,SKU0048,230,0,12.0,199
2024-06-17,SKU0048,19,236,12.0,199
2024-06-24,SKU0048,206,0,12.0,199
2024-07-01,SKU0048,0,230,12.0,199
2024-07-08,SKU0048,170,236,12.0,199
2024-07-15,SKU0048,0,236,12.0,199
2024-07-22,SKU0048,146,260,12.0,199
2024-07-29,SKU0048,0,260,12.0,199
2024-08-05,SKU0048,170,236,12.0,199
2024-08-12,SKU0048,0,236,12.0,199
2024-08-19,SKU0048,146,230,12.0,199
2024-08-26,SKU0048,0,230,12.0,199
2024-09-02,SKU0048,110,236,12.0,199
2024-09-09,SKU0048,0,236,12.0,199
2024-09-16,SKU0048,88,230,12.0,199
2024-09-23,SKU0048,0,230,12.0,199
2024-09-30,SKU0048,84,230,12.0,199
2024-10-07,SKU0048,0,230,12.0,199
2024-10-14,SKU0048,45,216,12.0,199
2024-10-21,SKU0048,0,216,12.0,199
2024-10-28,SKU0048,0,221,12.0,199
2024-11-04,SKU0048,154,223,12.0,199
2024-11-11,SKU0048,0,223,12.0,199
2024-11-18,SKU0048,130,241,12.0,199
2024-11-25,SKU0048,0,241,12.0,199
2024-12-02,SKU0048,0,210,12.0,199
2024-12-09,SKU0048,0,210,12.0,199
2024-12-16,SKU0048,0,271,12.0,199
2024-12-23,SKU0048,213,0,12.0,199
2024-12-30,SKU0048,0,247,12.0,199
2025-01-06,SKU0048,126,280,12.0,199
2025-01-13,SKU0048,0,280,12.0,199
2025-01-20,SKU0048,170,208,12.0,199
2025-01-27,SKU0048,0,208,12.0,199
2025-02-03,SKU0048,88,318,12.0,199
2025-02-10,SKU0048,0,318,12.0,199
2025-02-17,SKU0048,229,0,12.0,199
2025-02-24,SKU0048,7,209,12.0,199
2025-03-03,SKU0048,168,211,12.0,199
2025-03-10,SKU0048,23,211,12.0,199
2025-03-17,SKU0048,119,217,12.0,199
2025-03-24,SKU0048,0,217,12.0,199
2025-03-31,SKU0048,117,220,12.0,199
2025-04-07,SKU0048,204,0,12.0,199
2025-04-14,SKU0048,32,222,12.0,199
2025-04-21,SKU0048,167,239,12.0,199
2025-04-28,SKU0048,0,239,12.0,199
2025-05-05,SKU0048,182,215,12.0,199
2025-05-12,SKU0048,0,215,12.0,199
2025-05-19,SKU0048,119,211,12.0,199
2025-05-26,SKU0048,0,211,12.0,199
2025-06-02,SKU0048,39,223,12.0,199
2025-06-09,SKU0048,210,0,12.0,199
2025-06-16,SKU0048,50,210,12.0,199
2025-06-23,SKU0048,170,216,12.0,199
2025-06-30,SKU0048,6,216,12.0,199
2025-07-07,SKU0048,114,210,12.0,199
2025-07-14,SKU0048,0,210,12.0,199
2025-07-21,SKU0048,67,231,12.0,199
2025-07-28,SKU0048,0,231,12.0,199
2025-08-04,SKU0048,18,213,12.0,199
2025-08-11,SKU0048,0,213,12.0,199
2025-08-18,SKU0048,52,222,12.0,199
2025-08-25,SKU0048,199,0,12.0,199
2025-09-01,SKU0048,38,263,12.0,199
2025-09-08,SKU0048,249,0,12.0,199
2025-09-15,SKU0048,115,223,12.0,199
2025-09-22,SKU0048,0,223,12.0,199
2025-09-29,SKU0048,36,224,12.0,199
2025-10-06,SKU0048,200,0,12.0,199
2025-10-13,SKU0048,15,230,12.0,199
2025-10-20,SKU0048,117,228,12.0,199
2025-10-27,SKU0048,0,228,12.0,199
2025-11-03,SKU0048,114,273,12.0,199
2025-11-10,SKU0048,0,273,12.0,199
2025-11-17,SKU0048,160,208,12.0,199
2025-11-24,SKU0048,0,208,12.0,199
2025-12-01,SKU0048,0,248,12.0,199
2025-12-08,SKU0048,0,248,12.0,199
2025-12-15,SKU0048,31,226,12.0,199
2025-12-22,SKU0048,0,226,12.0,199
2025-12-29,SKU0048,0,239,12.0,199
2024-01-01,SKU0049,603,0,16.0,575
2024-01-08,SKU0049,361,469,16.0,575
2024-01-15,SKU0049,118,469,16.0,575
2024-01-22,SKU0049,345,485,16.0,575
2024-01-29,SKU0049,103,485,16.0,575
2024-02-05,SKU0049,345,485,16.0,575
2024-02-12,SKU0049,103,485,16.0,575
2024-02-19,SKU0049,345,520,16.0,575
2024-02-26,SKU0049,103,520,16.0,575
2024-03-04,SKU0049,381,485,16.0,575
2024-03-11,SKU0049,139,485,16.0,575
2024-03-18,SKU0049,382,483,16.0,575
2024-03-25,SKU0049,139,483,16.0,575
2024-04-01,SKU0049,380,554,16.0,575
2024-04-08,SKU0049,137,554,16.0,575
2024-04-15,SKU0049,485,484,16.0,575
2024-04-22,SKU0049,242,484,16.0,575
2024-04-29,SKU0049,484,485,16.0,575
2024-05-06,SKU0049,241,485,16.0,575
2024-05-13,SKU0049,484,485,16.0,575
2024-05-20,SKU0049,241,485,16.0,575
2024-05-27,SKU0049,535,483,16.0,575
2024-06-03,SKU0049,331,483,16.0,575
2024-06-10,SKU0049,146,483,16.0,575
2024-06-17,SKU0049,427,484,16.0,575
2024-06-24,SKU0049,278,484,16.0,575
2024-07-01,SKU0049,529,509,16.0,575
2024-07-08,SKU0049,344,509,16.0,575
2024-07-15,SKU0049,192,509,16.0,575
2024-07-22,SKU0049,505,496,16.0,575
2024-07-29,SKU0049,323,496,16.0,575
2024-08-05,SKU0049,0,496,16.0,575
2024-08-12,SKU0049,171,582,16.0,575
2024-08-19,SKU0049,0,582,16.0,575
2024-08-26,SKU0049,394,644,16.0,575
2024-09-02,SKU0049,199,644,16.0,575
2024-09-09,SKU0049,72,644,16.0,575
2024-09-16,SKU0049,536,486,16.0,575
2024-09-23,SKU0049,335,486,16.0,575
2024-09-30,SKU0049,148,486,16.0,575
2024-10-07,SKU0049,409,465,16.0,575
2024-10-14,SKU0049,158,465,16.0,575
2024-10-21,SKU0049,259,537,16.0,575
2024-10-28,SKU0049,0,1038,16.0,575
2024-11-04,SKU0049,382,501,16.0,575
2024-11-11,SKU0049,188,501,16.0,575
2024-11-18,SKU0049,407,483,16.0,575
2024-11-25,SKU0049,144,483,16.0,575
2024-12-02,SKU0049,343,464,16.0,575
2024-12-09,SKU0049,52,464,16.0,575
2024-12-16,SKU0049,223,592,16.0,575
2024-12-23,SKU0049,0,592,16.0,575
2024-12-30,SKU0049,455,0,16.0,575
2025-01-06,SKU0049,23,631,16.0,575
2025-01-13,SKU0049,0,631,16.0,575
2025-01-20,SKU0049,446,475,16.0,575
2025-01-27,SKU0049,149,475,16.0,575
2025-02-03,SKU0049,380,491,16.0,575
2025-02-10,SKU0049,136,491,16.0,575
2025-02-17,SKU0049,296,487,16.0,575
2025-02-24,SKU0049,64,487,16.0,575
2025-03-03,SKU0049,361,551,16.0,575
2025-03-10,SKU0049,140,551,16.0,575
2025-03-17,SKU0049,462,483,16.0,575
2025-03-24,SKU0049,257,483,16.0,575
2025-03-31,SKU0049,494,464,16.0,575
2025-04-07,SKU0049,301,464,16.0,575
2025-04-14,SKU0049,546,492,16.0,575
2025-04-21,SKU0049,377,492,16.0,575
2025-04-28,SKU0049,177,492,16.0,575
2025-05-05,SKU0049,460,486,16.0,575
2025-05-12,SKU0049,258,486,16.0,575
2025-05-19,SKU0049,559,0,16.0,575
2025-05-26,SKU0049,327,570,16.0,575
2025-06-02,SKU0049,156,570,16.0,575
2025-06-09,SKU0049,510,0,16.0,575
2025-06-16,SKU0049,325,540,16.0,575
2025-06-23,SKU0049,116,540,16.0,575
2025-06-30,SKU0049,465,488,16.0,575
2025-07-07,SKU0049,302,488,16.0,575
2025-07-14,SKU0049,635,0,16.0,575
2025-07-21,SKU0049,397,482,16.0,575
2025-07-28,SKU0049,246,482,16.0,575
2025-08-04,SKU0049,452,492,16.0,575
2025-08-11,SKU0049,146,492,16.0,575
2025-08-18,SKU0049,472,546,16.0,575
2025-08-25,SKU0049,343,546,16.0,575
2025-09-01,SKU0049,131,546,16.0,575
2025-09-08,SKU0049,507,483,16.0,575
2025-09-15,SKU0049,255,483,16.0,575
2025-09-22,SKU0049,587,0,16.0,575
2025-09-29,SKU0049,456,501,16.0,575
2025-10-06,SKU0049,181,501,16.0,575
2025-10-13,SKU0049,468,509,16.0,575
2025-10-20,SKU0049,1,509,16.0,575
2025-10-27,SKU0049,485,529,16.0,575
2025-11-03,SKU0049,296,529,16.0,575
2025-11-10,SKU0049,578,0,16.0,575
2025-11-17,SKU0049,305,488,16.0,575
2025-11-24,SKU0049,69,488,16.0,575
2025-12-01,SKU0049,124,550,16.0,575
2025-12-08,SKU0049,0,1038,16.0,575
2025-12-15,SKU0049,377,488,16.0,575
2025-12-22,SKU0049,544,494,16.0,575
2025-12-29,SKU0049,271,494,16.0,575
2024-01-01,SKU0050,82,0,23.0,76
2024-01-08,SKU0050,64,47,23.0,76
2024-01-15,SKU0050,45,47,23.0,76
2024-01-22,SKU0050,26,92,23.0,76
2024-01-29,SKU0050,54,45,23.0,76
2024-02-05,SKU0050,35,45,23.0,76
2024-02-12,SKU0050,17,91,23.0,76
2024-02-19,SKU0050,43,46,23.0,76
2024-02-26,SKU0050,24,92,23.0,76
2024-03-04,SKU0050,51,46,23.0,76
2024-03-11,SKU0050,32,46,23.0,76
2024-03-18,SKU0050,60,45,23.0,76
2024-03-25,SKU0050,41,45,23.0,76
2024-04-01,SKU0050,22,91,23.0,76
2024-04-08,SKU0050,48,46,23.0,76
2024-04-15,SKU0050,29,92,23.0,76
2024-04-22,SKU0050,57,46,23.0,76
2024-04-29,SKU0050,38,46,23.0,76
2024-05-06,SKU0050,19,91,23.0,76
2024-05-13,SKU0050,46,45,23.0,76
2024-05-20,SKU0050,28,93,23.0,76
2024-05-27,SKU0050,54,48,23.0,76
2024-06-03,SKU0050,35,48,23.0,76
2024-06-10,SKU0050,16,94,23.0,76
2024-06-17,SKU0050,45,46,23.0,76
2024-06-24,SKU0050,27,92,23.0,76
2024-07-01,SKU0050,57,46,23.0,76
2024-07-08,SKU0050,45,46,23.0,76
2024-07-15,SKU0050,26,93,23.0,76
2024-07-22,SKU0050,56,47,23.0,76
2024-07-29,SKU0050,41,47,23.0,76
2024-08-05,SKU0050,18,96,23.0,76
2024-08-12,SKU0050,42,49,23.0,76
2024-08-19,SKU0050,28,49,23.0,76
2024-08-26,SKU0050,64,46,23.0,76
2024-09-02,SKU0050,49,46,23.0,76
2024-09-09,SKU0050,33,46,23.0,76
2024-09-16,SKU0050,66,47,23.0,76
2024-09-23,SKU0050,52,47,23.0,76
2024-09-30,SKU0050,35,47,23.0,76
2024-10-07,SKU0050,60,47,23.0,76
2024-10-14,SKU0050,41,47,23.0,76
2024-10-21,SKU0050,5,95,23.0,76
2024-10-28,SKU0050,36,48,23.0,76
2024-11-04,SKU0050,15,95,23.0,76
2024-11-11,SKU0050,48,47,23.0,76
2024-11-18,SKU0050,31,47,23.0,76
2024-11-25,SKU0050,55,47,23.0,76
2024-12-02,SKU0050,20,95,23.0,76
2024-12-09,SKU0050,0,95,23.0,76
2024-12-16,SKU0050,31,48,23.0,76
2024-12-23,SKU0050,0,94,23.0,76
2024-12-30,SKU0050,26,92,23.0,76
2025-01-06,SKU0050,0,92,23.0,76
2025-01-13,SKU0050,29,46,23.0,76
2025-01-20,SKU0050,5,95,23.0,76
2025-01-27,SKU0050,30,49,23.0,76
2025-02-03,SKU0050,9,96,23.0,76
2025-02-10,SKU0050,41,47,23.0,76
2025-02-17,SKU0050,21,94,23.0,76
2025-02-24,SKU0050,45,47,23.0,76
2025-03-03,SKU0050,27,94,23.0,76
2025-03-10,SKU0050,55,47,23.0,76
2025-03-17,SKU0050,40,47,23.0,76
2025-03-24,SKU0050,24,95,23.0,76
2025-03-31,SKU0050,55,48,23.0,76
2025-04-07,SKU0050,37,48,23.0,76
2025-04-14,SKU0050,23,94,23.0,76
2025-04-21,SKU0050,53,46,23.0,76
2025-04-28,SKU0050,38,46,23.0,76
2025-05-05,SKU0050,71,48,23.0,76
2025-05-12,SKU0050,55,48,23.0,76
2025-05-19,SKU0050,39,48,23.0,76
2025-05-26,SKU0050,21,94,23.0,76
2025-06-02,SKU0050,55,46,23.0,76
2025-06-09,SKU0050,39,46,23.0,76
2025-06-16,SKU0050,73,46,23.0,76
2025-06-23,SKU0050,57,46,23.0,76
2025-06-30,SKU0050,37,46,23.0,76
2025-07-07,SKU0050,23,92,23.0,76
2025-07-14,SKU0050,54,46,23.0,76
2025-07-21,SKU0050,37,46,23.0,76
2025-07-28,SKU0050,66,46,23.0,76
2025-08-04,SKU0050,49,46,23.0,76
2025-08-11,SKU0050,25,95,23.0,76
2025-08-18,SKU0050,59,49,23.0,76
2025-08-25,SKU0050,48,49,23.0,76
2025-09-01,SKU0050,35,49,23.0,76
2025-09-08,SKU0050,68,47,23.0,76
2025-09-15,SKU0050,51,47,23.0,76
2025-09-22,SKU0050,36,47,23.0,76
2025-09-29,SKU0050,68,46,23.0,76
2025-10-06,SKU0050,54,46,23.0,76
2025-10-13,SKU0050,35,46,23.0,76
2025-10-20,SKU0050,46,48,23.0,76
2025-10-27,SKU0050,23,94,23.0,76
2025-11-03,SKU0050,7,94,23.0,76
2025-11-10,SKU0050,39,46,23.0,76
2025-11-17,SKU0050,64,46,23.0,76
2025-11-24,SKU0050,45,46,23.0,76
2025-12-01,SKU0050,13,93,23.0,76
2025-12-08,SKU0050,42,47,23.0,76
2025-12-15,SKU0050,25,94,23.0,76
2025-12-22,SKU0050,53,47,23.0,76
2025-12-29,SKU0050,35,47,23.0,76
2024-01-01,SKU0051,138,0,11.0,134
2024-01-08,SKU0051,0,178,11.0,134
2024-01-15,SKU0051,82,170,11.0,134
2024-01-22,SKU0051,0,170,11.0,134
2024-01-29,SKU0051,10,178,11.0,134
2024-02-05,SKU0051,0,178,11.0,134
2024-02-12,SKU0051,0,234,11.0,134
2024-02-19,SKU0051,0,234,11.0,134
2024-02-26,SKU0051,10,178,11.0,134
2024-03-04,SKU0051,0,178,11.0,134
2024-03-11,SKU0051,0,170,11.0,134
2024-03-18,SKU0051,106,178,11.0,134
2024-03-25,SKU0051,0,178,11.0,134
2024-04-01,SKU0051,50,170,11.0,134
2024-04-08,SKU0051,0,170,11.0,134
2024-04-15,SKU0051,0,178,11.0,134
2024-04-22,SKU0051,146,0,11.0,134
2024-04-29,SKU0051,0,170,11.0,134
2024-05-06,SKU0051,74,178,11.0,134
2024-05-13,SKU0051,0,178,11.0,134
2024-05-20,SKU0051,18,170,11.0,134
2024-05-27,SKU0051,0,170,11.0,134
2024-06-03,SKU0051,0,178,11.0,134
2024-06-10,SKU0051,114,170,11.0,134
2024-06-17,SKU0051,0,170,11.0,134
2024-06-24,SKU0051,42,210,11.0,134
2024-07-01,SKU0051,0,210,11.0,134
2024-07-08,SKU0051,50,170,11.0,134
2024-07-15,SKU0051,0,170,11.0,134
2024-07-22,SKU0051,0,178,11.0,134
2024-07-29,SKU0051,165,0,11.0,134
2024-08-05,SKU0051,0,166,11.0,134
2024-08-12,SKU0051,104,153,11.0,134
2024-08-19,SKU0051,0,153,11.0,134
2024-08-26,SKU0051,0,160,11.0,134
2024-09-02,SKU0051,136,0,11.0,134
2024-09-09,SKU0051,0,170,11.0,134
2024-09-16,SKU0051,115,169,11.0,134
2024-09-23,SKU0051,0,169,11.0,134
2024-09-30,SKU0051,77,162,11.0,134
2024-10-07,SKU0051,0,162,11.0,134
2024-10-14,SKU0051,0,180,11.0,134
2024-10-21,SKU0051,130,154,11.0,134
2024-10-28,SKU0051,0,154,11.0,134
2024-11-04,SKU0051,21,207,11.0,134
2024-11-11,SKU0051,0,207,11.0,134
2024-11-18,SKU0051,0,162,11.0,134
2024-11-25,SKU0051,113,171,11.0,134
2024-12-02,SKU0051,0,171,11.0,134
2024-12-09,SKU0051,1,152,11.0,134
2024-12-16,SKU0051,0,152,11.0,134
2024-12-23,SKU0051,0,192,11.0,134
2024-12-30,SKU0051,110,156,11.0,134
2025-01-06,SKU0051,0,156,11.0,134
2025-01-13,SKU0051,0,180,11.0,134
2025-01-20,SKU0051,136,0,11.0,134
2025-01-27,SKU0051,0,195,11.0,134
2025-02-03,SKU0051,101,162,11.0,134
2025-02-10,SKU0051,0,162,11.0,134
2025-02-17,SKU0051,2,151,11.0,134
2025-02-24,SKU0051,136,0,11.0,134
2025-03-03,SKU0051,0,190,11.0,134
2025-03-10,SKU0051,94,190,11.0,134
2025-03-17,SKU0051,0,190,11.0,134
2025-03-24,SKU0051,87,0,11.0,134
2025-03-31,SKU0051,0,232,11.0,134
2025-04-07,SKU0051,142,0,11.0,134
2025-04-14,SKU0051,0,163,11.0,134
2025-04-21,SKU0051,83,164,11.0,134
2025-04-28,SKU0051,0,164,11.0,134
2025-05-05,SKU0051,2,222,11.0,134
2025-05-12,SKU0051,0,222,11.0,134
2025-05-19,SKU0051,71,174,11.0,134
2025-05-26,SKU0051,0,174,11.0,134
2025-06-02,SKU0051,37,176,11.0,134
2025-06-09,SKU0051,0,176,11.0,134
2025-06-16,SKU0051,0,179,11.0,134
2025-06-23,SKU0051,149,0,11.0,134
2025-06-30,SKU0051,0,171,11.0,134
2025-07-07,SKU0051,104,155,11.0,134
2025-07-14,SKU0051,0,155,11.0,134
2025-07-21,SKU0051,44,158,11.0,134
2025-07-28,SKU0051,122,162,11.0,134
2025-08-04,SKU0051,0,162,11.0,134
2025-08-11,SKU0051,1,206,11.0,134
2025-08-18,SKU0051,0,206,11.0,134
2025-08-25,SKU0051,77,164,11.0,134
2025-09-01,SKU0051,0,164,11.0,134
2025-09-08,SKU0051,24,165,11.0,134
2025-09-15,SKU0051,165,0,11.0,134
2025-09-22,SKU0051,0,190,11.0,134
2025-09-29,SKU0051,125,159,11.0,134
2025-10-06,SKU0051,0,159,11.0,134
2025-10-13,SKU0051,0,170,11.0,134
2025-10-20,SKU0051,0,170,11.0,134
2025-10-27,SKU0051,0,163,11.0,134
2025-11-03,SKU0051,86,181,11.0,134
2025-11-10,SKU0051,0,181,11.0,134
2025-11-17,SKU0051,46,177,11.0,134
2025-11-24,SKU0051,0,177,11.0,134
2025-12-01,SKU0051,0,155,11.0,134
2025-12-08,SKU0051,91,165,11.0,134
2025-12-15,SKU0051,0,165,11.0,134
2025-12-22,SKU0051,24,164,11.0,134
2025-12-29,SKU0051,0,164,11.0,134
2024-01-01,SKU0052,596,449,28.0,693
2024-01-08,SKU0052,268,449,28.0,693
2024-01-15,SKU0052,0,1012,28.0,693
2024-01-22,SKU0052,0,1012,28.0,693
2024-01-29,SKU0052,402,563,28.0,693
2024-02-05,SKU0052,74,924,28.0,693
2024-02-12,SKU0052,422,361,28.0,693
2024-02-19,SKU0052,94,810,28.0,693
2024-02-26,SKU0052,0,810,28.0,693
2024-03-04,SKU0052,267,449,28.0,693
2024-03-11,SKU0052,0,1012,28.0,693
2024-03-18,SKU0052,261,563,28.0,693
2024-03-25,SKU0052,0,971,28.0,693
2024-04-01,SKU0052,0,971,28.0,693
2024-04-08,SKU0052,422,408,28.0,693
2024-04-15,SKU0052,94,810,28.0,693
2024-04-22,SKU0052,220,402,28.0,693
2024-04-29,SKU0052,0,872,28.0,693
2024-05-06,SKU0052,0,872,28.0,693
2024-05-13,SKU0052,214,831,28.0,693
2024-05-20,SKU0052,0,831,28.0,693
2024-05-27,SKU0052,142,716,28.0,693
2024-06-03,SKU0052,0,716,28.0,693
2024-06-10,SKU0052,314,355,28.0,693
2024-06-17,SKU0052,0,778,28.0,693
2024-06-24,SKU0052,120,878,28.0,693
2024-07-01,SKU0052,0,878,28.0,693
2024-07-08,SKU0052,0,878,28.0,693
2024-07-15,SKU0052,95,950,28.0,693
2024-07-22,SKU0052,361,495,28.0,693
2024-07-29,SKU0052,33,1012,28.0,693
2024-08-05,SKU0052,0,1012,28.0,693
2024-08-12,SKU0052,448,517,28.0,693
2024-08-19,SKU0052,120,517,28.0,693
2024-08-26,SKU0052,470,502,28.0,693
2024-09-02,SKU0052,142,502,28.0,693
2024-09-09,SKU0052,0,1045,28.0,693
2024-09-16,SKU0052,0,1045,28.0,693
2024-09-23,SKU0052,220,543,28.0,693
2024-09-30,SKU0052,0,1012,28.0,693
2024-10-07,SKU0052,402,469,28.0,693
2024-10-14,SKU0052,74,877,28.0,693
2024-10-21,SKU0052,0,877,28.0,693
2024-10-28,SKU0052,281,764,28.0,693
2024-11-04,SKU0052,0,764,28.0,693
2024-11-11,SKU0052,267,731,28.0,693
2024-11-18,SKU0052,0,731,28.0,693
2024-11-25,SKU0052,309,375,28.0,693
2024-12-02,SKU0052,0,830,28.0,693
2024-12-09,SKU0052,281,455,28.0,693
2024-12-16,SKU0052,0,858,28.0,693
2024-12-23,SKU0052,0,858,28.0,693
2024-12-30,SKU0052,173,825,28.0,693
2025-01-06,SKU0052,0,825,28.0,693
2025-01-13,SKU0052,121,877,28.0,693
2025-01-20,SKU0052,0,877,28.0,693
2025-01-27,SKU0052,328,455,28.0,693
2025-02-03,SKU0052,0,858,28.0,693
2025-02-10,SKU0052,361,403,28.0,693
2025-02-17,SKU0052,33,778,28.0,693
2025-02-24,SKU0052,0,778,28.0,693
2025-03-03,SKU0052,168,375,28.0,693
2025-03-10,SKU0052,0,970,28.0,693
2025-03-17,SKU0052,93,595,28.0,693
2025-03-24,SKU0052,0,998,28.0,693
2025-03-31,SKU0052,0,998,28.0,693
2025-04-07,SKU0052,313,403,28.0,693
2025-04-14,SKU0052,0,778,28.0,693
2025-04-21,SKU0052,75,877,28.0,693
2025-04-28,SKU0052,0,877,28.0,693
2025-05-05,SKU0052,0,877,28.0,693
2025-05-12,SKU0052,47,952,28.0,693
2025-05-19,SKU0052,361,450,28.0,693
2025-05-26,SKU0052,33,825,28.0,693
2025-06-02,SKU0052,0,825,28.0,693
2025-06-09,SKU0052,356,375,28.0,693
2025-06-16,SKU0052,90,955,28.0,693
2025-06-23,SKU0052,185,580,28.0,693
2025-06-30,SKU0052,0,1024,28.0,693
2025-07-07,SKU0052,0,1024,28.0,693
2025-07-14,SKU0052,539,444,28.0,693
2025-07-21,SKU0052,307,444,28.0,693
2025-07-28,SKU0052,490,518,28.0,693
2025-08-04,SKU0052,185,518,28.0,693
2025-08-11,SKU0052,0,977,28.0,693
2025-08-18,SKU0052,0,977,28.0,693
2025-08-25,SKU0052,441,459,28.0,693
2025-09-01,SKU0052,181,841,28.0,693
2025-09-08,SKU0052,373,382,28.0,693
2025-09-15,SKU0052,70,744,28.0,693
2025-09-22,SKU0052,0,744,28.0,693
2025-09-29,SKU0052,323,362,28.0,693
2025-10-06,SKU0052,22,751,28.0,693
2025-10-13,SKU0052,51,771,28.0,693
2025-10-20,SKU0052,0,771,28.0,693
2025-10-27,SKU0052,0,771,28.0,693
2025-11-03,SKU0052,101,822,28.0,693
2025-11-10,SKU0052,180,825,28.0,693
2025-11-17,SKU0052,0,825,28.0,693
2025-11-24,SKU0052,0,825,28.0,693
2025-12-01,SKU0052,179,866,28.0,693
2025-12-08,SKU0052,322,481,28.0,693
2025-12-15,SKU0052,32,481,28.0,693
2025-12-22,SKU0052,0,1045,28.0,693
2025-12-29,SKU0052,425,564,28.0,693
2024-01-01,SKU0053,159,0,15.0,120
2024-01-08,SKU0053,117,105,15.0,120
2024-01-15,SKU0053,74,105,15.0,120
2024-01-22,SKU0053,32,105,15.0,120
2024-01-29,SKU0053,94,103,15.0,120
2024-02-05,SKU0053,52,103,15.0,120
2024-02-12,SKU0053,113,103,15.0,120
2024-02-19,SKU0053,70,103,15.0,120
2024-02-26,SKU0053,131,0,15.0,120
2024-03-04,SKU0053,89,103,15.0,120
2024-03-11,SKU0053,46,103,15.0,120
2024-03-18,SKU0053,107,103,15.0,120
2024-03-25,SKU0053,65,103,15.0,120
2024-04-01,SKU0053,125,0,15.0,120
2024-04-08,SKU0053,83,103,15.0,120
2024-04-15,SKU0053,40,103,15.0,120
2024-04-22,SKU0053,101,103,15.0,120
2024-04-29,SKU0053,59,103,15.0,120
2024-05-06,SKU0053,119,0,15.0,120
2024-05-13,SKU0053,77,109,15.0,120
2024-05-20,SKU0053,35,109,15.0,120
2024-05-27,SKU0053,101,103,15.0,120
2024-06-03,SKU0053,59,103,15.0,120
2024-06-10,SKU0053,120,102,15.0,120
2024-06-17,SKU0053,77,102,15.0,120
2024-06-24,SKU0053,35,102,15.0,120
2024-07-01,SKU0053,94,103,15.0,120
2024-07-08,SKU0053,52,103,15.0,120
2024-07-15,SKU0053,113,103,15.0,120
2024-07-22,SKU0053,70,103,15.0,120
