sku_id,week_start,units_sold,revenue,avg_price,promo_days,holiday_days,category,subcategory,unit_cost,week_of_year,month,is_promo_week,is_holiday_week,lag_1,lag_2,lag_4,lag_8,roll_mean_4,roll_mean_8,roll_std_4,seasonal_naive,on_hand_units,on_order_units,lead_time_days,reorder_point
SKU0093,2024-11-12,42.0,313996.62,7476.11,0,0,Bedding,Sheets,3424.53,46,11,0,0,,,,,,,,,221,935,28.0,796
SKU0115,2024-11-12,189.0,1630268.6400000001,8625.76,0,0,Decor,Rugs,3690.08,46,11,0,0,196.0,203.0,367.0,191.0,263.0,235.625,80.4860236314346,263.0,21,430,14.0,383
SKU0055,2024-11-12,234.0,403958.88,1726.32,0,0,Decor,Rugs,1115.69,46,11,0,0,244.0,230.0,379.0,188.0,273.25,220.75,70.74543565959999,273.25,32,643,25.0,517
SKU0013,2024-11-12,142.0,1129601.48,7954.94,0,0,Bedding,Comforters,3362.59,46,11,0,0,132.0,159.0,243.0,93.0,178.25,150.375,47.26785376976616,178.25,13,192,7.0,110
SKU0101,2024-11-12,214.0,1048086.3999999999,4897.6,0,0,Small Appliances,Heaters,2346.81,46,11,0,0,236.0,225.0,438.0,200.0,298.0,249.375,97.9761875831736,298.0,198,417,15.0,481
SKU0038,2024-11-12,283.0,2205232.2199999997,7792.340000000001,0,0,Furniture,Shelving,3715.46,46,11,0,0,173.0,314.0,442.0,266.0,295.75,269.875,113.33247548694933,295.75,204,382,18.0,415
SKU0072,2024-11-12,299.0,1954072.6400000001,6535.36,0,0,Bedding,Comforters,2677.34,46,11,0,0,295.0,320.0,,,,,,,68,335,10.0,243
SKU0148,2024-11-12,364.0,1161596.8,3191.2,0,0,Furniture,Tables,1392.79,46,11,0,0,347.0,287.0,522.0,225.0,382.0,309.0,99.91663191547816,382.0,442,892,20.0,1250
SKU0051,2024-11-12,196.0,1922464.04,9808.49,0,0,Small Appliances,Kettles,2001.84,46,11,0,0,206.0,241.0,397.0,232.0,278.5,237.125,83.22059040085351,278.5,0,207,11.0,134
SKU0138,2024-11-12,51.0,110303.31,2162.81,0,0,Bedding,Sheets,1026.99,46,11,0,0,47.0,46.0,94.0,,62.5,,22.39791656977477,62.5,38,63,9.0,43
SKU0030,2024-11-12,97.0,879262.32,9064.56,0,0,Kitchen,Storage,3882.87,46,11,0,0,77.0,92.0,188.0,84.0,118.75,104.125,49.17570538385769,118.75,268,0,11.0,190
SKU0165,2024-11-12,156.0,1200398.16,7694.86,0,0,Bedding,Comforters,3656.3,46,11,0,0,148.0,153.0,261.0,124.0,197.0,173.5,55.599760191328336,197.0,170,878,24.0,703
SKU0157,2024-11-12,120.0,707582.4,5896.5199999999995,0,0,Kitchen,Storage,3070.25,46,11,0,0,102.0,131.0,207.0,85.0,144.0,122.25,44.59446901429112,144.0,120,188,15.0,173
SKU0145,2024-11-12,276.0,925858.56,3354.56,0,0,Bedding,Pillows,1394.91,46,11,0,0,267.0,243.0,396.0,166.0,304.75,253.125,67.41105250624594,304.75,28,841,22.0,616
SKU0131,2024-11-12,201.0,913999.26,4547.26,0,0,Bedding,Sheets,1942.53,46,11,0,0,180.0,222.0,333.0,84.0,256.0,209.125,68.19090848492834,256.0,174,491,8.0,324
SKU0070,2024-11-12,157.0,740391.59,4715.87,0,0,Furniture,Tables,2216.92,46,11,0,0,208.0,212.0,338.0,133.0,254.25,208.125,60.44487847066345,254.25,0,870,28.0,647
SKU0113,2024-11-12,126.0,60476.22,479.96999999999997,0,0,Small Appliances,Heaters,2001.84,46,11,0,0,132.0,142.0,199.0,91.0,151.5,132.25,31.98437118343729,151.5,197,254,28.0,448
SKU0152,2024-11-12,115.0,726760.9,6319.659999999999,0,0,Kitchen,Storage,2813.13,46,11,0,0,116.0,139.0,259.0,105.0,179.0,148.0,64.5445582524188,179.0,0,189,18.0,121
SKU0078,2024-11-12,250.0,316105.0,1264.42,0,0,Furniture,Sofas,863.64,46,11,0,0,311.0,324.0,495.0,176.0,381.25,308.625,84.34206147192069,381.25,278,0,11.0,256
SKU0185,2024-11-12,144.0,63073.44,438.00999999999993,0,0,Furniture,Sofas,217.1,46,11,0,0,140.0,127.0,230.0,109.0,165.5,145.25,45.8002911198888,165.5,150,135,23.0,205
SKU0149,2024-11-12,81.0,516793.77,6380.17,0,0,Kitchen,Cookware,3454.88,46,11,0,0,92.0,58.0,,,,,,,169,270,15.0,308
SKU0050,2024-11-12,17.0,102031.79000000001,6001.87,0,0,Kitchen,Cutlery,3756.97,46,11,0,0,15.0,21.0,36.0,14.0,24.5,21.25,8.88819441731433,24.5,48,47,23.0,76
SKU0180,2024-11-12,335.0,1828791.8,5459.08,0,0,Kitchen,Storage,2310.75,46,11,0,0,340.0,397.0,524.0,265.0,425.25,368.375,77.53440096713948,425.25,161,1672,23.0,1363
SKU0035,2024-11-12,238.0,953830.22,4007.69,0,0,Decor,Lighting,2669.42,46,11,0,0,264.0,307.0,496.0,233.0,360.75,297.875,101.28301930728551,360.75,0,862,23.0,541
SKU0002,2024-11-12,95.0,1102777.52,9039.16,0,0,Small Appliances,Kettles,3907.36,46,11,0,0,218.0,219.0,388.0,127.0,283.75,225.875,81.79802361100585,283.75,167,486,11.0,400
SKU0023,2024-11-12,330.0,2304855.3000000003,6984.409999999999,0,0,Small Appliances,Heaters,3178.81,46,11,0,0,278.0,336.0,543.0,204.0,382.0,316.75,113.97953032599017,382.0,585,903,16.0,869
SKU0007,2024-11-12,18.0,150989.22,8388.29,0,0,Bedding,Pillows,3593.86,46,11,0,0,15.0,20.0,34.0,14.0,23.0,19.0,8.041558721210983,23.0,31,52,26.0,75
SKU0136,2024-11-12,226.0,501464.62,2218.87,0,0,Small Appliances,Fans,1256.69,46,11,0,0,230.0,189.0,314.0,149.0,261.0,218.0,61.789966823100514,261.0,17,913,28.0,819
SKU0108,2024-11-12,135.0,976669.65,7234.590000000001,0,0,Decor,Vases,3757.28,46,11,0,0,101.0,142.0,223.0,106.0,158.0,138.125,50.97057974949762,158.0,120,188,17.0,232
SKU0029,2024-11-12,19.0,155430.64,8180.56,0,0,Decor,Wall Art,3652.61,46,11,0,0,16.0,23.0,37.0,13.0,24.75,21.625,8.808140174481007,24.75,0,26,12.0,21
SKU0022,2024-11-12,392.0,871862.88,2224.14,0,0,Small Appliances,Fans,1269.26,46,11,0,0,323.0,369.0,609.0,200.0,417.0,342.875,129.74847462173358,417.0,177,871,14.0,775
SKU0188,2024-11-12,287.0,1737730.4700000002,6054.81,0,0,Bedding,Pillows,3442.71,46,11,0,0,329.0,295.0,590.0,304.0,408.25,348.25,131.97821789977252,408.25,551,0,8.0,320
SKU0084,2024-11-12,162.0,913994.28,5641.94,0,0,Small Appliances,Kettles,3714.4,46,11,0,0,118.0,159.0,183.0,47.0,156.5,130.5,27.574142476843768,156.5,115,336,12.0,310
SKU0106,2024-11-12,51.0,426669.06,8366.06,0,0,Small Appliances,Heaters,3613.79,46,11,0,0,38.0,45.0,80.0,28.0,57.0,44.375,19.131126469706665,57.0,0,106,10.0,52
SKU0182,2024-11-12,211.0,286953.67,1359.97,0,0,Kitchen,Cutlery,615.27,46,11,0,0,181.0,212.0,333.0,152.0,238.25,208.25,66.0069440791387,238.25,211,502,23.0,714
SKU0170,2024-11-12,89.0,310219.29000000004,3485.61,0,0,Furniture,Tables,2474.21,46,11,0,0,67.0,64.0,155.0,63.0,92.5,82.25,42.5871655157583,92.5,38,97,22.0,129
SKU0191,2024-11-12,234.0,1641311.1,7014.15,0,0,Small Appliances,Heaters,3995.22,46,11,0,0,286.0,313.0,,,,,,,0,1076,25.0,753
SKU0025,2024-11-12,300.0,1726566.0,5755.22,0,0,Decor,Wall Art,2944.97,46,11,0,0,361.0,412.0,574.0,255.0,447.25,376.25,90.8749140302205,447.25,56,1109,18.0,704
SKU0104,2024-11-12,263.0,255338.81,970.87,0,0,Small Appliances,Fans,644.99,46,11,0,0,179.0,247.0,459.0,204.0,307.5,270.875,121.83458731684748,307.5,367,748,9.0,482
SKU0089,2024-11-12,184.0,704869.04,3830.81,0,0,Decor,Rugs,2015.93,46,11,0,0,218.0,207.0,291.0,96.0,218.5,183.375,54.921155608137106,218.5,126,0,9.0,111
SKU0169,2024-11-12,179.0,1291884.17,7217.2300000000005,0,0,Decor,Wall Art,3724.35,46,11,0,0,181.0,183.0,237.0,150.0,204.75,175.625,27.40285873164613,204.75,33,205,16.0,236
SKU0026,2024-11-12,156.0,519497.16000000003,3330.11,0,0,Furniture,Sofas,2103.97,46,11,0,0,201.0,231.0,334.0,175.0,258.75,228.125,57.36651171778389,258.75,47,395,14.0,412
SKU0196,2024-11-12,145.0,686061.7,4731.46,0,0,Furniture,Tables,2611.25,46,11,0,0,,,,,,,,,135,267,11.0,235
SKU0036,2024-11-12,341.0,243364.88,713.68,0,0,Small Appliances,Fans,358.13,46,11,0,0,303.0,310.0,323.0,,332.5,,41.82901704160209,332.5,700,847,14.0,931
SKU0125,2024-11-12,88.0,119071.92,1353.09,0,0,Small Appliances,Kettles,674.71,46,11,0,0,,,,,,,,,87,117,16.0,142
SKU0090,2024-11-12,163.0,478748.93,2937.11,0,0,Furniture,Sofas,1596.54,46,11,0,0,212.0,214.0,365.0,157.0,258.75,237.125,72.329685007839,258.75,193,501,20.0,709
SKU0111,2024-11-12,149.0,876520.8099999999,5882.69,0,0,Bedding,Comforters,3814.54,46,11,0,0,113.0,120.0,266.0,150.0,169.25,152.125,70.77370038839678,169.25,0,497,25.0,360
SKU0198,2024-11-12,324.0,1966702.68,6070.07,0,0,Kitchen,Cutlery,3608.59,46,11,0,0,256.0,400.0,537.0,225.0,392.25,324.875,115.23996702533299,392.25,0,538,18.0,311
SKU0099,2024-11-12,82.0,669702.2,8167.1,0,0,Small Appliances,Heaters,3221.44,46,11,0,0,50.0,,,,,,,,326,0,15.0,287
SKU0171,2024-11-12,162.0,1089403.02,6724.71,0,0,Small Appliances,Blenders,2608.33,46,11,0,0,154.0,206.0,264.0,147.0,212.25,189.0,45.72654225574637,212.25,527,533,28.0,1013
SKU0140,2024-11-12,90.0,562950.24,4938.159999999999,0,0,Furniture,Chairs,2375.34,46,11,0,0,86.0,164.0,215.0,110.0,156.5,132.0,53.131911315139945,156.5,0,244,18.0,141
SKU0098,2024-11-12,102.0,925680.6,9075.3,0,0,Bedding,Comforters,3843.74,46,11,0,0,81.0,127.0,217.0,90.0,142.0,119.625,56.48598646271968,142.0,18,128,10.0,100
SKU0024,2024-11-12,297.0,1565326.62,5270.46,0,0,Small Appliances,Blenders,3293.28,46,11,0,0,260.0,367.0,564.0,,413.25,,130.03429034937915,413.25,70,244,16.0,262
SKU0091,2024-11-12,103.0,507556.19,4927.7300000000005,0,0,Bedding,Sheets,2805.82,46,11,0,0,146.0,123.0,,,,,,,2,210,23.0,154
SKU0005,2024-11-12,252.0,858586.6799999999,3407.09,0,0,Small Appliances,Blenders,2307.42,46,11,0,0,48.0,,,,,,,,551,715,12.0,621
SKU0095,2024-11-12,122.0,264108.04000000004,2164.82,0,0,Furniture,Tables,969.14,46,11,0,0,104.0,138.0,201.0,115.0,155.5,135.25,43.13158162336749,155.5,3,505,23.0,339
SKU0104,2024-11-19,315.0,291455.17,943.1314285714286,1,0,Small Appliances,Fans,644.99,47,11,1,0,263.0,179.0,345.0,229.0,258.5,278.25,68.20312798300778,258.5,104,748,9.0,482
SKU0022,2024-11-19,360.0,765993.8200000001,2160.592857142857,1,0,Small Appliances,Fans,1269.26,47,11,1,0,392.0,323.0,367.0,249.0,362.75,366.875,28.82562517390815,362.75,656,731,14.0,775
SKU0100,2024-11-19,109.0,385307.63,3592.12,1,0,Bedding,Sheets,2442.29,47,11,1,0,98.0,109.0,116.0,89.0,105.75,110.125,8.341662504154476,105.75,108,235,13.0,231
SKU0149,2024-11-19,130.0,788589.01,6197.88,1,0,Kitchen,Cookware,3454.88,47,11,1,0,81.0,92.0,,,,,,,358,0,15.0,308
SKU0191,2024-11-19,312.0,2101439.34,6813.745714285715,1,0,Small Appliances,Heaters,3995.22,47,11,1,0,234.0,286.0,250.0,,270.75,,35.58440669731425,270.75,474,431,25.0,753
SKU0088,2024-11-19,301.0,1049127.75,3502.2428571428572,1,0,Small Appliances,Fans,1663.34,47,11,1,0,,,,,,,,,351,872,15.0,1007
SKU0048,2024-11-19,174.0,1322339.2,7719.7,1,0,Decor,Lighting,3353.2,47,11,1,0,168.0,166.0,276.0,176.0,206.0,225.125,51.66559138665986,206.0,130,241,12.0,199
SKU0090,2024-11-19,231.0,657912.64,2853.1928571428575,1,0,Furniture,Sofas,1596.54,47,11,1,0,163.0,212.0,244.0,223.0,208.25,237.875,33.529837458596134,208.25,531,515,20.0,709
SKU0055,2024-11-19,218.0,367015.63,1676.9971428571428,1,0,Decor,Rugs,1115.69,47,11,1,0,234.0,244.0,240.0,153.0,237.0,226.5,6.2182527020543965,237.0,135,605,25.0,517
SKU0190,2024-11-19,338.0,303124.08999999997,918.4757142857143,1,0,Decor,Vases,522.28,47,11,1,0,298.0,340.0,424.0,251.0,342.25,349.0,57.41297762701258,342.25,836,0,13.0,814
SKU0180,2024-11-19,361.0,1882290.78,5303.105714285714,1,0,Kitchen,Storage,2310.75,47,11,1,0,335.0,340.0,440.0,223.0,378.0,377.125,49.99333288882802,378.0,664,834,23.0,1363
SKU0023,2024-11-19,351.0,2350952.41,6784.855714285714,1,0,Small Appliances,Heaters,3178.81,47,11,1,0,330.0,278.0,371.0,221.0,328.75,332.5,38.361221739320435,328.75,255,903,16.0,869
SKU0093,2024-11-19,369.0,2662990.38,7262.507142857142,1,0,Bedding,Sheets,3424.53,47,11,1,0,42.0,,,,,,,,0,935,28.0,796
SKU0131,2024-11-19,200.0,867617.21,4417.338571428571,1,0,Bedding,Sheets,1942.53,47,11,1,0,201.0,180.0,289.0,163.0,223.0,223.75,47.22287581246912,223.0,464,0,8.0,324
SKU0109,2024-11-19,286.0,1593495.68,5641.28,1,0,Bedding,Pillows,2301.37,47,11,1,0,246.0,257.0,318.0,240.0,274.25,284.25,31.689903754979458,274.25,98,890,22.0,667
SKU0196,2024-11-19,136.0,616036.09,4596.2757142857145,1,0,Furniture,Tables,2611.25,47,11,1,0,145.0,,,,,,,,237,0,11.0,235
SKU0026,2024-11-19,236.0,750606.79,3234.964285714286,1,0,Furniture,Sofas,2103.97,47,11,1,0,156.0,201.0,269.0,161.0,214.25,225.75,47.77290026782934,214.25,286,385,14.0,412
SKU0181,2024-11-19,40.0,24152.45,611.0,1,0,Decor,Vases,340.49,47,11,1,0,39.0,26.0,,,,,,,8,69,13.0,70
SKU0152,2024-11-19,158.0,956796.52,6139.098571428572,1,0,Kitchen,Storage,2813.13,47,11,1,0,115.0,116.0,202.0,91.0,143.0,149.25,40.865633483403805,143.0,0,189,18.0,121
SKU0098,2024-11-19,136.0,1176158.88,8816.005714285713,1,0,Bedding,Comforters,3843.74,47,11,1,0,102.0,81.0,143.0,99.0,113.25,121.125,27.32977619130005,113.25,62,150,10.0,100
SKU0185,2024-11-19,145.0,61146.2,425.49571428571426,1,0,Furniture,Sofas,217.1,47,11,1,0,144.0,140.0,165.0,108.0,144.0,149.625,15.76916823001679,144.0,6,284,23.0,205
SKU0024,2024-11-19,171.0,1035118.34,5119.875714285714,1,0,Small Appliances,Blenders,3293.28,47,11,1,0,297.0,260.0,462.0,,346.5,,88.8688171782805,346.5,0,473,16.0,262
SKU0008,2024-11-19,185.0,495937.37,2784.784285714286,1,0,Kitchen,Cutlery,1973.54,47,11,1,0,228.0,192.0,232.0,196.0,216.25,231.5,18.117670931993448,216.25,0,444,18.0,280
SKU0102,2024-11-19,207.0,961207.94,4811.105,1,0,Furniture,Tables,2186.0,47,11,1,0,,,,,,,,,346,0,8.0,210
SKU0067,2024-11-19,207.0,1247124.6199999999,6033.328571428571,1,0,Bedding,Pillows,2464.96,47,11,1,0,190.0,139.0,136.0,64.0,162.75,171.25,29.2275554913501,162.75,375,312,26.0,532
SKU0195,2024-11-19,190.0,247782.21,1335.7528571428572,1,0,Furniture,Tables,967.52,47,11,1,0,168.0,191.0,217.0,100.0,185.25,183.25,24.14366721661326,185.25,148,701,22.0,548
SKU0099,2024-11-19,81.0,628866.7,7933.754285714285,1,0,Small Appliances,Heaters,3221.44,47,11,1,0,82.0,50.0,,,,,,,244,258,15.0,287
SKU0035,2024-11-19,301.0,1163833.18,3893.184285714286,1,0,Decor,Lighting,2669.42,47,11,1,0,238.0,264.0,376.0,193.0,296.25,298.5,60.30132668523946,296.25,390,367,23.0,541
SKU0123,2024-11-19,79.0,626109.7,7919.542857142857,1,0,Decor,Vases,3243.66,47,11,1,0,70.0,71.0,93.0,56.0,75.0,79.625,12.192894105444655,75.0,50,273,25.0,207
SKU0108,2024-11-19,139.0,957859.72,7027.887142857143,1,0,Decor,Vases,3757.28,47,11,1,0,135.0,101.0,166.0,101.0,136.0,141.75,26.845235455599376,136.0,173,236,17.0,232
SKU0014,2024-11-19,283.0,763035.62,2792.8957142857143,1,0,Decor,Vases,1295.65,47,11,1,0,317.0,264.0,421.0,102.0,348.5,347.75,71.3699283078431,348.5,328,563,13.0,465
SKU0101,2024-11-19,241.0,1107837.12,4757.668571428571,1,0,Small Appliances,Heaters,2346.81,47,11,1,0,214.0,236.0,293.0,185.0,242.0,251.125,35.16627171973954,242.0,401,423,15.0,481
SKU0091,2024-11-19,156.0,736202.86,4786.937142857142,1,0,Bedding,Sheets,2805.82,47,11,1,0,103.0,146.0,,,,,,,0,210,23.0,154
SKU0011,2024-11-19,55.0,175929.33,3245.515,1,0,Bedding,Sheets,2007.68,47,11,1,0,,,,,,,,,51,167,14.0,181
SKU0053,2024-11-19,15.0,88002.69,6187.6900000000005,1,0,Furniture,Sofas,3133.65,47,11,1,0,,,,,,,,,71,102,15.0,120
SKU0136,2024-11-19,259.0,552498.63,2155.4742857142855,1,0,Small Appliances,Fans,1256.69,47,11,1,0,226.0,230.0,311.0,177.0,239.0,227.625,51.42632270215842,239.0,306,449,28.0,819
SKU0189,2024-11-19,118.0,348285.1,2978.292857142857,1,0,Bedding,Pillows,1244.34,47,11,1,0,108.0,37.0,,,,,,,174,182,14.0,187
SKU0188,2024-11-19,381.0,2213638.54,5881.815714285715,1,0,Bedding,Pillows,3442.71,47,11,1,0,287.0,329.0,419.0,277.0,332.5,346.125,60.47313453096223,332.5,264,509,8.0,320
SKU0075,2024-11-19,285.0,1600073.25,5739.87,1,0,Small Appliances,Heaters,3333.72,47,11,1,0,239.0,188.0,320.0,175.0,248.0,257.625,54.38749856354796,248.0,318,442,18.0,578
SKU0170,2024-11-19,115.0,377143.0,3386.0214285714287,1,0,Furniture,Tables,2474.21,47,11,1,0,89.0,67.0,84.0,51.0,76.0,85.5,12.355835328564309,76.0,0,181,22.0,129
SKU0138,2024-11-19,54.0,127173.23000000001,2101.0157142857142,1,0,Bedding,Sheets,1026.99,47,11,1,0,51.0,47.0,63.0,,51.75,,7.804912982640779,51.75,0,63,9.0,43
SKU0165,2024-11-19,174.0,1283502.65,7475.007142857142,1,0,Bedding,Comforters,3656.3,47,11,1,0,156.0,148.0,226.0,153.0,170.75,177.5,36.98085090061108,170.75,452,440,24.0,703
SKU0145,2024-11-19,250.0,805094.3999999999,3258.715714285714,1,0,Bedding,Pillows,1394.91,47,11,1,0,276.0,267.0,313.0,173.0,274.75,266.875,29.055980451532797,274.75,216,441,22.0,616
SKU0106,2024-11-19,43.0,344681.67,8127.03,1,0,Small Appliances,Heaters,3613.79,47,11,1,0,51.0,38.0,65.0,29.0,49.75,47.25,11.470977871709348,49.75,55,0,10.0,52
SKU0111,2024-11-19,119.0,671803.2,5714.612857142856,1,0,Bedding,Comforters,3814.54,47,11,1,0,149.0,113.0,178.0,98.0,140.0,152.0,29.743346594937254,140.0,142,418,25.0,360
SKU0021,2024-11-19,127.0,697867.5800000001,5621.297142857143,1,0,Kitchen,Cookware,3442.93,47,11,1,0,132.0,122.0,169.0,76.0,141.25,129.5,20.221688027131997,141.25,333,284,26.0,440
SKU0115,2024-11-19,265.0,2177141.82,8379.31,1,0,Decor,Rugs,3690.08,47,11,1,0,189.0,196.0,286.0,198.0,218.5,235.375,45.36151085079211,218.5,314,0,14.0,383
SKU0070,2024-11-19,221.0,1000707.61,4581.131428571428,1,0,Furniture,Tables,2216.92,47,11,1,0,157.0,208.0,259.0,133.0,209.0,211.125,41.68932717135103,209.0,412,339,28.0,647
SKU0161,2024-11-19,377.0,2666282.91,7162.897142857143,1,0,Furniture,Chairs,3405.64,47,11,1,0,361.0,266.0,425.0,216.0,352.5,365.25,65.42425645991837,352.5,639,0,9.0,575
SKU0054,2024-11-19,308.0,379139.99,1246.8085714285714,1,0,Decor,Rugs,558.97,47,11,1,0,291.0,320.0,359.0,208.0,318.75,333.5,29.330018752123852,318.75,839,736,24.0,1222
SKU0020,2024-11-19,46.0,27090.22,592.7071428571428,1,0,Bedding,Comforters,317.11,47,11,1,0,20.0,46.0,49.0,27.0,36.0,40.375,13.832329280830448,36.0,83,59,22.0,92
SKU0072,2024-11-19,292.0,1814215.94,6348.635714285714,1,0,Bedding,Comforters,2677.34,47,11,1,0,299.0,295.0,190.0,,276.0,,58.372367892122234,276.0,224,317,10.0,243
SKU0010,2024-11-19,278.0,841592.22,3066.567142857143,1,0,Bedding,Pillows,1607.75,47,11,1,0,254.0,285.0,317.0,241.0,279.25,307.625,28.453177912727632,279.25,315,572,14.0,623
SKU0158,2024-11-19,122.0,134926.56,1124.3899999999999,1,0,Furniture,Tables,772.56,47,11,1,0,,,,,,,,,218,628,11.0,557
SKU0150,2024-11-19,57.0,207752.38999999998,3723.554285714286,1,0,Kitchen,Cutlery,2483.19,47,11,1,0,77.0,61.0,112.0,55.0,82.75,80.25,21.32877555478921,82.75,0,348,26.0,226
SKU0198,2024-11-19,332.0,1916928.1099999999,5896.639999999999,1,0,Kitchen,Cutlery,3608.59,47,11,1,0,324.0,256.0,376.0,249.0,339.0,337.25,63.78087487640674,339.0,0,538,18.0,311
SKU0078,2024-11-19,337.0,405625.94,1228.294285714286,1,0,Furniture,Sofas,863.64,47,11,1,0,250.0,311.0,395.0,236.0,320.0,317.875,59.50350129754208,320.0,28,378,11.0,256
SKU0049,2024-11-19,263.0,658115.59,2559.297142857143,1,0,Kitchen,Cookware,1305.49,47,11,1,0,282.0,194.0,319.0,187.0,268.25,262.5,52.82912706705112,268.25,407,483,16.0,575
SKU0084,2024-11-19,118.0,633025.6699999999,5480.741428571428,1,0,Small Appliances,Kettles,3714.4,47,11,1,0,162.0,118.0,166.0,115.0,151.25,144.875,22.35136088325005,151.25,289,343,12.0,310
SKU0157,2024-11-19,143.0,800747.42,5728.048571428572,1,0,Kitchen,Storage,3070.25,47,11,1,0,120.0,102.0,136.0,74.0,122.25,126.625,15.063753405661467,122.25,0,188,15.0,173
SKU0095,2024-11-19,131.0,272334.36,2102.9685714285715,1,0,Furniture,Tables,969.14,47,11,1,0,122.0,104.0,179.0,86.0,135.75,136.125,32.003906011608656,135.75,190,211,23.0,339
SKU0125,2024-11-19,117.0,151546.08,1314.43,1,0,Small Appliances,Kettles,674.71,47,11,1,0,88.0,,,,,,,,0,256,16.0,142
SKU0171,2024-11-19,199.0,1297869.03,6532.575714285714,1,0,Small Appliances,Blenders,2608.33,47,11,1,0,162.0,154.0,225.0,122.0,186.75,190.875,34.24787098005605,186.75,365,1060,28.0,1013
SKU0182,2024-11-19,211.0,274985.93,1321.1142857142856,1,0,Kitchen,Cutlery,615.27,47,11,1,0,211.0,181.0,227.0,122.0,207.75,215.625,19.27649691549845,207.75,502,561,23.0,714
SKU0029,2024-11-19,16.0,124344.51000000001,7946.830000000001,1,0,Decor,Wall Art,3652.61,47,11,1,0,19.0,16.0,23.0,12.0,20.25,22.375,3.403429642773065,20.25,14,23,12.0,21
SKU0076,2024-11-19,160.0,894267.86,5745.4857142857145,1,0,Furniture,Shelving,3699.69,47,11,1,0,133.0,171.0,200.0,133.0,160.0,161.5,31.75951301053918,160.0,114,137,13.0,142
SKU0002,2024-11-19,265.0,2294138.81,8780.898571428572,1,0,Small Appliances,Kettles,3907.36,47,11,1,0,95.0,218.0,310.0,166.0,210.5,221.875,88.25908829501168,210.5,558,0,11.0,400
SKU0089,2024-11-19,210.0,781485.24,3721.3585714285714,1,0,Decor,Rugs,2015.93,47,11,1,0,184.0,218.0,158.0,112.0,191.75,194.375,26.5879045181553,191.75,0,168,9.0,111
SKU0025,2024-11-19,367.0,2025837.44,5590.785714285715,1,0,Decor,Wall Art,2944.97,47,11,1,0,300.0,361.0,442.0,237.0,378.75,381.875,62.24347355345752,378.75,514,546,18.0,704
SKU0007,2024-11-19,14.0,112403.09,8148.624285714286,1,0,Bedding,Pillows,3593.86,47,11,1,0,18.0,15.0,23.0,12.0,19.0,19.5,3.3665016461233597,19.0,13,103,26.0,75
SKU0050,2024-11-19,23.0,133241.51,5830.388571428572,1,0,Kitchen,Cutlery,3756.97,47,11,1,0,17.0,15.0,26.0,17.0,19.75,21.625,4.85626742810887,19.75,31,47,23.0,76
SKU0005,2024-11-19,253.0,979879.08,3309.7442857142855,1,0,Small Appliances,Blenders,2307.42,47,11,1,0,252.0,48.0,,,,,,,299,715,12.0,621
SKU0169,2024-11-19,174.0,1199503.63,7011.022857142857,1,0,Decor,Wall Art,3724.35,47,11,1,0,179.0,181.0,218.0,121.0,190.25,179.25,18.57193222759974,190.25,157,216,16.0,236
SKU0036,2024-11-19,341.0,231517.79,693.2885714285713,1,0,Small Appliances,Fans,358.13,47,11,1,0,341.0,303.0,394.0,,337.0,,41.432676315519835,337.0,359,847,14.0,931
SKU0140,2024-11-19,128.0,602455.52,4797.07,1,0,Furniture,Chairs,2375.34,47,11,1,0,90.0,86.0,161.0,82.0,125.25,129.5,43.06100323958912,125.25,126,112,18.0,141
SKU0030,2024-11-19,103.0,897391.44,8805.572857142857,1,0,Kitchen,Storage,3882.87,47,11,1,0,97.0,77.0,118.0,83.0,96.0,105.75,16.950909513453972,96.0,171,218,11.0,190
SKU0192,2024-11-19,95.0,139017.65,1461.5342857142857,1,0,Kitchen,Cutlery,719.92,47,11,1,0,75.0,92.0,93.0,,88.0,,8.679477710856862,88.0,275,0,10.0,188
SKU0113,2024-11-19,133.0,60380.229999999996,466.25714285714287,1,0,Small Appliances,Heaters,2001.84,47,11,1,0,126.0,132.0,133.0,98.0,133.25,136.625,6.601767440105264,133.25,71,508,28.0,448
SKU0116,2024-11-19,180.0,1688225.28,9512.704285714284,1,0,Decor,Lighting,3988.73,47,11,1,0,123.0,140.0,192.0,122.0,157.5,162.125,31.585861816112452,157.5,292,0,10.0,234
SKU0013,2024-11-19,166.0,1264835.46,7727.655714285714,1,0,Bedding,Comforters,3362.59,47,11,1,0,142.0,132.0,179.0,126.0,153.0,156.5,20.60744202143157,153.0,70,211,7.0,110
SKU0148,2024-11-19,359.0,1095858.08,3100.022857142857,1,0,Furniture,Tables,1392.79,47,11,1,0,364.0,347.0,372.0,203.0,342.5,326.375,38.44043010511841,342.5,970,853,20.0,1250
SKU0179,2024-11-19,326.0,1290538.04,4031.0785714285716,1,0,Kitchen,Storage,1763.99,47,11,1,0,193.0,252.0,379.0,249.0,290.75,318.875,84.00942407452392,290.75,857,0,9.0,528
SKU0129,2024-11-19,21.0,17764.8,862.8614285714285,1,0,Small Appliances,Kettles,360.93,47,11,1,0,21.0,20.0,29.0,16.0,24.25,23.25,4.425306015777262,24.25,75,67,29.0,122
SKU0038,2024-11-19,234.0,1722107.14,7569.7014285714295,1,0,Furniture,Shelving,3715.46,47,11,1,0,283.0,173.0,254.0,217.0,256.0,272.0,60.51446108162885,256.0,0,717,18.0,415
