date,sku_id,units_sold,revenue,unit_price,promo_flag,units_sold_was_missing,category,subcategory,launch_date,unit_cost,list_price,week,month,season,is_holiday,promo_event
2025-09-13,SKU0038,16.0,124677.44,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,37,9,Monsoon,0,
2025-09-14,SKU0038,10.0,77923.4,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,37,9,Monsoon,0,
2025-09-15,SKU0038,12.0,93508.08,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,38,9,Monsoon,0,
2025-09-16,SKU0038,27.0,210393.18,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,38,9,Monsoon,0,
2025-09-17,SKU0038,16.0,124677.44,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,38,9,Monsoon,0,
2025-09-18,SKU0038,28.0,218185.52,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,38,9,Monsoon,0,
2025-09-19,SKU0038,0.0,0.0,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,38,9,Monsoon,0,
2025-09-20,SKU0038,16.0,124677.44,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,38,9,Monsoon,0,
2025-09-21,SKU0038,0.0,0.0,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,38,9,Monsoon,0,
2025-09-22,SKU0038,10.0,77923.4,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,39,9,Monsoon,0,
2025-09-23,SKU0038,3.0,23377.02,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,39,9,Monsoon,0,
2025-09-24,SKU0038,29.0,225977.86,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,39,9,Monsoon,0,
2025-09-25,SKU0038,19.0,148054.46,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,39,9,Monsoon,0,
2025-09-26,SKU0038,25.0,194808.5,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,39,9,Monsoon,0,
2025-09-27,SKU0038,13.0,101300.42,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,39,9,Monsoon,0,
2025-09-28,SKU0038,7.0,54546.38,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,39,9,Monsoon,0,
2025-09-29,SKU0038,3.0,23377.02,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,40,9,Monsoon,0,
2025-09-30,SKU0038,16.0,124677.44,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,40,9,Monsoon,0,
2025-10-01,SKU0038,35.0,272731.9,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,40,10,Autumn,0,
2025-10-02,SKU0038,27.0,210393.18,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,40,10,Autumn,1,
2025-10-03,SKU0038,13.0,101300.42,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,40,10,Autumn,0,
2025-10-04,SKU0038,19.0,148054.46,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,40,10,Autumn,0,
2025-10-05,SKU0038,20.0,155846.8,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,40,10,Autumn,0,
2025-10-06,SKU0038,34.0,264939.56,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,41,10,Autumn,0,
2025-10-07,SKU0038,26.0,202600.84,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,41,10,Autumn,0,
2025-10-08,SKU0038,17.0,132469.78,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,41,10,Autumn,0,
2025-10-09,SKU0038,16.0,124677.44,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,41,10,Autumn,0,
2025-10-10,SKU0038,17.0,132469.78,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,41,10,Autumn,0,
2025-10-11,SKU0038,22.0,171431.48,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,41,10,Autumn,0,
2025-10-12,SKU0038,14.0,109092.76,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,41,10,Autumn,0,
2025-10-13,SKU0038,7.0,54546.38,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,42,10,Autumn,0,
2025-10-14,SKU0038,22.0,171431.48,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,42,10,Autumn,0,
2025-10-15,SKU0038,24.0,149612.93,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,42,10,Autumn,0,Festive Season Sale
2025-10-16,SKU0038,31.0,193250.03,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,42,10,Autumn,0,Festive Season Sale
2025-10-17,SKU0038,36.0,224419.39,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,42,10,Autumn,0,Festive Season Sale
2025-10-18,SKU0038,33.0,205717.78,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,42,10,Autumn,0,Festive Season Sale
2025-10-19,SKU0038,31.0,193250.03,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,42,10,Autumn,0,Festive Season Sale
2025-10-20,SKU0038,54.0,336629.09,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,43,10,Autumn,1,Festive Season Sale
2025-10-21,SKU0038,23.0,143379.06,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,43,10,Autumn,0,Festive Season Sale
2025-10-22,SKU0038,14.0,87274.21,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,43,10,Autumn,0,Festive Season Sale
2025-10-23,SKU0038,19.0,118443.57,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,43,10,Autumn,0,Festive Season Sale
2025-10-24,SKU0038,31.0,193250.03,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,43,10,Autumn,0,Festive Season Sale
2025-10-25,SKU0038,6.0,46754.04,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,43,10,Autumn,0,
2025-10-26,SKU0038,9.0,70131.06,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,43,10,Autumn,0,
2025-10-27,SKU0038,18.0,140262.12,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,44,10,Autumn,0,
2025-10-28,SKU0038,9.0,70131.06,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,44,10,Autumn,0,
2025-10-29,SKU0038,10.0,77923.4,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,44,10,Autumn,0,
2025-10-30,SKU0038,17.0,132469.78,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,44,10,Autumn,0,
2025-10-31,SKU0038,6.0,46754.04,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,44,10,Autumn,0,
2025-11-01,SKU0038,4.0,31169.36,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,44,11,Autumn,0,
2025-11-02,SKU0038,5.0,38961.7,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,44,11,Autumn,0,
2025-11-03,SKU0038,13.0,101300.42,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,45,11,Autumn,0,
2025-11-04,SKU0038,11.0,85715.74,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,45,11,Autumn,0,
2025-11-05,SKU0038,6.0,46754.04,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,45,11,Autumn,0,
2025-11-06,SKU0038,3.0,23377.02,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,45,11,Autumn,0,
2025-11-07,SKU0038,8.0,62338.72,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,45,11,Autumn,0,
2025-11-08,SKU0038,17.0,132469.78,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,45,11,Autumn,0,
2025-11-09,SKU0038,7.0,54546.38,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,45,11,Autumn,0,
2025-11-10,SKU0038,5.0,38961.7,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,46,11,Autumn,0,
2025-11-11,SKU0038,3.0,23377.02,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,46,11,Autumn,0,
2025-11-12,SKU0038,7.0,54546.38,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,46,11,Autumn,0,
2025-11-13,SKU0038,10.0,77923.4,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,46,11,Autumn,0,
2025-11-14,SKU0038,18.0,140262.12,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,46,11,Autumn,0,
2025-11-15,SKU0038,11.0,85715.74,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,46,11,Autumn,0,
2025-11-16,SKU0038,10.0,77923.4,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,46,11,Autumn,0,
2025-11-17,SKU0038,12.0,93508.08,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,47,11,Autumn,0,
2025-11-18,SKU0038,11.0,85715.74,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,47,11,Autumn,0,
2025-11-19,SKU0038,5.0,38961.7,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,47,11,Autumn,0,
2025-11-20,SKU0038,17.0,132469.78,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,47,11,Autumn,0,
2025-11-21,SKU0038,7.0,54546.38,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,47,11,Autumn,0,
2025-11-22,SKU0038,10.0,77923.4,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,47,11,Autumn,0,
2025-11-23,SKU0038,11.0,85715.74,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,47,11,Autumn,0,
2025-11-24,SKU0038,8.0,62338.72,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,48,11,Autumn,0,
2025-11-25,SKU0038,18.0,112209.7,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,48,11,Autumn,0,Black Friday
2025-11-26,SKU0038,10.0,62338.72,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,48,11,Autumn,0,Black Friday
2025-11-27,SKU0038,15.0,93508.08,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,48,11,Autumn,0,Black Friday
2025-11-28,SKU0038,12.0,74806.46,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,48,11,Autumn,0,Black Friday
2025-11-29,SKU0038,18.0,112209.7,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,48,11,Autumn,0,Black Friday
2025-11-30,SKU0038,13.0,81040.34,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,48,11,Autumn,0,Black Friday
2025-12-01,SKU0038,10.0,62338.72,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,49,12,Winter,0,Black Friday
2025-12-02,SKU0038,14.0,87274.21,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,49,12,Winter,0,Black Friday
2025-12-03,SKU0038,12.0,74806.46,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,49,12,Winter,0,Black Friday
2025-12-04,SKU0038,8.0,49870.98,6233.87,1,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,49,12,Winter,0,Black Friday
2025-12-05,SKU0038,10.0,77923.4,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,49,12,Winter,0,
2025-12-06,SKU0038,10.0,77923.4,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,49,12,Winter,0,
2025-12-07,SKU0038,7.0,54546.38,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,49,12,Winter,0,
2025-12-08,SKU0038,4.0,31169.36,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,50,12,Winter,0,
2025-12-09,SKU0038,7.0,54546.38,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,50,12,Winter,0,
2025-12-10,SKU0038,8.0,62338.72,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,50,12,Winter,0,
2025-12-11,SKU0038,1.0,7792.34,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,50,12,Winter,0,
2025-12-12,SKU0038,6.0,46754.04,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,50,12,Winter,0,
2025-12-13,SKU0038,8.0,62338.72,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,50,12,Winter,0,
2025-12-14,SKU0038,0.0,0.0,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,50,12,Winter,0,
2025-12-15,SKU0038,6.0,46754.04,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,51,12,Winter,0,
2025-12-16,SKU0038,7.0,54546.38,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,51,12,Winter,0,
2025-12-17,SKU0038,7.0,54546.38,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,51,12,Winter,0,
2025-12-18,SKU0038,7.0,54546.38,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,51,12,Winter,0,
2025-12-19,SKU0038,4.0,31169.36,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,51,12,Winter,0,
2025-12-20,SKU0038,3.0,23377.02,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,51,12,Winter,0,
2025-12-21,SKU0038,1.0,7792.34,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,51,12,Winter,0,
2025-12-22,SKU0038,7.0,54546.38,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,52,12,Winter,0,
2025-12-23,SKU0038,6.0,46754.04,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,52,12,Winter,0,
2025-12-24,SKU0038,7.0,54546.38,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,52,12,Winter,0,
2025-12-25,SKU0038,4.0,31169.36,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,52,12,Winter,1,
2025-12-26,SKU0038,6.0,46754.04,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,52,12,Winter,0,
2025-12-27,SKU0038,2.0,15584.68,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,52,12,Winter,0,
2025-12-28,SKU0038,3.0,23377.02,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,52,12,Winter,0,
2025-12-29,SKU0038,4.0,31169.36,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,1,12,Winter,0,
2025-12-30,SKU0038,5.0,38961.7,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,1,12,Winter,0,
2025-12-31,SKU0038,7.0,54546.38,7792.34,0,0,Furniture,Shelving,2024-04-29,3715.46,7792.34,1,12,Winter,0,
2025-03-04,SKU0039,32.0,23393.28,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,10,3,Summer,0,
2025-03-05,SKU0039,35.0,25586.4,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,10,3,Summer,0,
2025-03-06,SKU0039,22.0,16082.88,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,10,3,Summer,0,
2025-03-07,SKU0039,24.0,17544.96,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,10,3,Summer,0,
2025-03-08,SKU0039,37.0,27048.48,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,10,3,Summer,0,
2025-03-09,SKU0039,0.0,19007.04,731.04,0,1,Small Appliances,Blenders,2025-03-04,286.65,731.04,10,3,Summer,0,
2025-03-10,SKU0039,22.0,16082.88,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,11,3,Summer,0,
2025-03-11,SKU0039,18.0,13158.72,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,11,3,Summer,0,
2025-03-12,SKU0039,20.0,14620.8,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,11,3,Summer,0,
2025-03-13,SKU0039,25.0,18276.0,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,11,3,Summer,0,
2025-03-14,SKU0039,26.0,19007.04,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,11,3,Summer,1,
2025-03-15,SKU0039,33.0,24124.32,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,11,3,Summer,0,
2025-03-16,SKU0039,33.0,24124.32,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,11,3,Summer,0,
2025-03-17,SKU0039,23.0,16813.92,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,12,3,Summer,0,
2025-03-18,SKU0039,17.0,12427.68,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,12,3,Summer,0,
2025-03-19,SKU0039,25.0,18276.0,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,12,3,Summer,0,
2025-03-20,SKU0039,20.0,14620.8,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,12,3,Summer,0,
2025-03-21,SKU0039,25.0,18276.0,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,12,3,Summer,0,
2025-03-22,SKU0039,41.0,29972.64,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,12,3,Summer,0,
2025-03-23,SKU0039,19.0,13889.76,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,12,3,Summer,0,
2025-03-24,SKU0039,45.0,32896.8,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,13,3,Summer,0,
2025-03-25,SKU0039,24.0,17544.96,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,13,3,Summer,0,
2025-03-26,SKU0039,28.0,20469.12,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,13,3,Summer,0,
2025-03-27,SKU0039,17.0,12427.68,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,13,3,Summer,0,
2025-03-28,SKU0039,35.0,25586.4,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,13,3,Summer,0,
2025-03-29,SKU0039,29.0,21200.16,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,13,3,Summer,0,
2025-03-30,SKU0039,27.0,19738.08,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,13,3,Summer,0,
2025-03-31,SKU0039,19.0,13889.76,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,14,3,Summer,0,
2025-04-01,SKU0039,22.0,16082.88,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,14,4,Summer,0,
2025-04-02,SKU0039,28.0,20469.12,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,14,4,Summer,0,
2025-04-03,SKU0039,26.0,19007.04,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,14,4,Summer,0,
2025-04-04,SKU0039,24.0,17544.96,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,14,4,Summer,0,
2025-04-05,SKU0039,24.0,17544.96,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,14,4,Summer,0,
2025-04-06,SKU0039,23.0,16813.92,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,14,4,Summer,0,
2025-04-07,SKU0039,20.0,14620.8,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,15,4,Summer,0,
2025-04-08,SKU0039,29.0,21200.16,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,15,4,Summer,0,
2025-04-09,SKU0039,31.0,22662.24,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,15,4,Summer,0,
2025-04-10,SKU0039,32.0,23393.28,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,15,4,Summer,0,
2025-04-11,SKU0039,24.0,17544.96,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,15,4,Summer,0,
2025-04-12,SKU0039,34.0,24855.36,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,15,4,Summer,0,
2025-04-13,SKU0039,29.0,21200.16,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,15,4,Summer,0,
2025-04-14,SKU0039,8.0,5848.32,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,16,4,Summer,0,
2025-04-15,SKU0039,22.0,16082.88,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,16,4,Summer,0,
2025-04-16,SKU0039,21.0,15351.84,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,16,4,Summer,0,
2025-04-17,SKU0039,15.0,10965.6,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,16,4,Summer,0,
2025-04-18,SKU0039,19.0,13889.76,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,16,4,Summer,0,
2025-04-19,SKU0039,32.0,23393.28,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,16,4,Summer,0,
2025-04-20,SKU0039,20.0,14620.8,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,16,4,Summer,0,
2025-04-21,SKU0039,18.0,13158.72,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,17,4,Summer,0,
2025-04-22,SKU0039,39.0,28510.56,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,17,4,Summer,0,
2025-04-23,SKU0039,9.0,6579.36,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,17,4,Summer,0,
2025-04-24,SKU0039,23.0,16813.92,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,17,4,Summer,0,
2025-04-25,SKU0039,13.0,9503.52,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,17,4,Summer,0,
2025-04-26,SKU0039,23.0,16813.92,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,17,4,Summer,0,
2025-04-27,SKU0039,29.0,21200.16,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,17,4,Summer,0,
2025-04-28,SKU0039,15.0,10965.6,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,18,4,Summer,0,
2025-04-29,SKU0039,30.0,21931.2,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,18,4,Summer,0,
2025-04-30,SKU0039,37.0,27048.48,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,18,4,Summer,0,
2025-05-01,SKU0039,32.0,23393.28,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,18,5,Summer,0,
2025-05-02,SKU0039,34.0,24855.36,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,18,5,Summer,0,
2025-05-03,SKU0039,17.0,12427.68,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,18,5,Summer,0,
2025-05-04,SKU0039,28.0,20469.12,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,18,5,Summer,0,
2025-05-05,SKU0039,29.0,21200.16,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,19,5,Summer,0,
2025-05-06,SKU0039,33.0,24124.32,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,19,5,Summer,0,
2025-05-07,SKU0039,41.0,29972.64,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,19,5,Summer,0,
2025-05-08,SKU0039,34.0,24855.36,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,19,5,Summer,0,
2025-05-09,SKU0039,33.0,24124.32,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,19,5,Summer,0,
2025-05-10,SKU0039,55.0,40207.2,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,19,5,Summer,0,
2025-05-11,SKU0039,31.0,22662.24,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,19,5,Summer,0,
2025-05-12,SKU0039,22.0,16082.88,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,20,5,Summer,0,
2025-05-13,SKU0039,26.0,19007.04,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,20,5,Summer,0,
2025-05-14,SKU0039,16.0,11696.64,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,20,5,Summer,0,
2025-05-15,SKU0039,25.0,18276.0,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,20,5,Summer,0,
2025-05-16,SKU0039,8.0,5848.32,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,20,5,Summer,0,
2025-05-17,SKU0039,25.0,18276.0,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,20,5,Summer,0,
2025-05-18,SKU0039,29.0,21200.16,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,20,5,Summer,0,
2025-05-19,SKU0039,33.0,24124.32,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,21,5,Summer,0,
2025-05-20,SKU0039,35.0,25586.4,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,21,5,Summer,0,
2025-05-21,SKU0039,15.0,10965.6,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,21,5,Summer,0,
2025-05-22,SKU0039,44.0,32165.76,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,21,5,Summer,0,
2025-05-23,SKU0039,26.0,19007.04,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,21,5,Summer,0,
2025-05-24,SKU0039,33.0,24124.32,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,21,5,Summer,0,
2025-05-25,SKU0039,15.0,10965.6,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,21,5,Summer,0,
2025-05-26,SKU0039,18.0,13158.72,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,22,5,Summer,0,
2025-05-27,SKU0039,34.0,24855.36,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,22,5,Summer,0,
2025-05-28,SKU0039,26.0,19007.04,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,22,5,Summer,0,
2025-05-29,SKU0039,25.0,18276.0,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,22,5,Summer,0,
2025-05-30,SKU0039,26.0,19007.04,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,22,5,Summer,0,
2025-05-31,SKU0039,17.0,12427.68,731.04,0,0,Small Appliances,Blenders,2025-03-04,286.65,731.04,22,5,Summer,0,
