date,week,month,season,is_holiday,promo_event
2025-12-15,51,12,Winter,0,
2025-12-16,51,12,Winter,0,
2025-12-17,51,12,Winter,0,
2025-12-18,51,12,Winter,0,
2025-12-19,51,12,Winter,0,
2025-12-20,51,12,Winter,0,
2025-12-21,51,12,Winter,0,
2025-12-22,52,12,Winter,0,
2025-12-23,52,12,Winter,0,
2025-12-24,52,12,Winter,0,
2025-12-25,52,12,Winter,1,
2025-12-26,52,12,Winter,0,
2025-12-27,52,12,Winter,0,
2025-12-28,52,12,Winter,0,
2025-12-29,1,12,Winter,0,
2025-12-30,1,12,Winter,0,
2025-12-31,1,12,Winter,0,
