sku_id,category,week_start,horizon_week,forecast,forecast_low_80,forecast_high_80,on_hand_units,on_order_units,lead_time_days,reorder_point,unit_cost,avg_price
SKU0033,Bedding,2026-02-24,8,90.2,72.9,107.6,516,0,10.0,426,871.74,2116.53
SKU0034,Small Appliances,2026-01-06,1,84.0,0.0,199.2,358,0,8.0,254,2933.96,5628.84
SKU0034,Small Appliances,2026-01-13,2,173.8,50.0,297.7,358,0,8.0,254,2933.96,5628.84
SKU0034,Small Appliances,2026-01-20,3,186.6,77.3,295.8,358,0,8.0,254,2933.96,5628.84
SKU0034,Small Appliances,2026-01-27,4,157.3,88.2,226.5,358,0,8.0,254,2933.96,5628.84
SKU0034,Small Appliances,2026-02-03,5,143.0,92.2,193.9,358,0,8.0,254,2933.96,5628.84
SKU0034,Small Appliances,2026-02-10,6,135.8,109.7,161.9,358,0,8.0,254,2933.96,5628.84
SKU0034,Small Appliances,2026-02-17,7,127.9,103.0,152.8,358,0,8.0,254,2933.96,5628.84
SKU0034,Small Appliances,2026-02-24,8,114.2,92.3,136.1,358,0,8.0,254,2933.96,5628.84
SKU0035,Decor,2026-01-06,1,81.0,0.0,206.9,0,605,23.0,541,2669.42,4007.69
SKU0035,Decor,2026-01-13,2,183.3,42.7,323.9,0,605,23.0,541,2669.42,4007.69
SKU0035,Decor,2026-01-20,3,181.5,55.2,307.9,0,605,23.0,541,2669.42,4007.69
SKU0035,Decor,2026-01-27,4,151.2,77.8,224.6,0,605,23.0,541,2669.42,4007.69
SKU0035,Decor,2026-02-03,5,144.3,91.3,197.3,0,605,23.0,541,2669.42,4007.69
SKU0035,Decor,2026-02-10,6,136.8,110.6,163.1,0,605,23.0,541,2669.42,4007.69
SKU0035,Decor,2026-02-17,7,131.4,106.2,156.6,0,605,23.0,541,2669.42,4007.69
SKU0035,Decor,2026-02-24,8,117.6,95.0,140.1,0,605,23.0,541,2669.42,4007.69
SKU0036,Small Appliances,2026-01-06,1,88.0,0.0,269.0,603,883,14.0,931,358.13,713.68
SKU0036,Small Appliances,2026-01-13,2,209.6,5.4,413.8,603,883,14.0,931,358.13,713.68
SKU0036,Small Appliances,2026-01-20,3,216.7,75.6,357.8,603,883,14.0,931,358.13,713.68
SKU0036,Small Appliances,2026-01-27,4,208.4,112.9,303.9,603,883,14.0,931,358.13,713.68
SKU0036,Small Appliances,2026-02-03,5,172.1,103.5,240.7,603,883,14.0,931,358.13,713.68
SKU0036,Small Appliances,2026-02-10,6,179.2,144.8,213.6,603,883,14.0,931,358.13,713.68
SKU0036,Small Appliances,2026-02-17,7,153.0,123.6,182.4,603,883,14.0,931,358.13,713.68
SKU0036,Small Appliances,2026-02-24,8,143.7,116.1,171.3,603,883,14.0,931,358.13,713.68
SKU0037,Furniture,2026-01-06,1,26.1,0.4,51.8,86,173,15.0,196,592.93,1248.22
SKU0037,Furniture,2026-01-13,2,33.1,5.0,61.2,86,173,15.0,196,592.93,1248.22
SKU0037,Furniture,2026-01-20,3,33.4,6.2,60.5,86,173,15.0,196,592.93,1248.22
SKU0037,Furniture,2026-01-27,4,25.0,16.0,34.0,86,173,15.0,196,592.93,1248.22
SKU0037,Furniture,2026-02-03,5,25.4,20.5,30.4,86,173,15.0,196,592.93,1248.22
SKU0037,Furniture,2026-02-10,6,28.4,22.9,33.8,86,173,15.0,196,592.93,1248.22
SKU0037,Furniture,2026-02-17,7,31.1,25.1,37.1,86,173,15.0,196,592.93,1248.22
SKU0037,Furniture,2026-02-24,8,21.6,17.5,25.7,86,173,15.0,196,592.93,1248.22
SKU0038,Furniture,2026-01-06,1,0.6,0.0,13.4,525,0,18.0,415,3715.46,7792.34
SKU0038,Furniture,2026-01-13,2,3.0,0.0,21.5,525,0,18.0,415,3715.46,7792.34
SKU0038,Furniture,2026-01-20,3,1.2,0.0,17.0,525,0,18.0,415,3715.46,7792.34
SKU0038,Furniture,2026-01-27,4,0.0,0.0,5.9,525,0,18.0,415,3715.46,7792.34
SKU0038,Furniture,2026-02-03,5,0.0,0.0,1.4,525,0,18.0,415,3715.46,7792.34
SKU0038,Furniture,2026-02-10,6,0.0,0.0,1.6,525,0,18.0,415,3715.46,7792.34
SKU0038,Furniture,2026-02-17,7,0.0,0.0,1.3,525,0,18.0,415,3715.46,7792.34
SKU0038,Furniture,2026-02-24,8,0.0,0.0,1.3,525,0,18.0,415,3715.46,7792.34
SKU0039,Small Appliances,2026-01-06,1,82.6,0.0,185.9,287,513,9.0,341,286.65,731.04
SKU0039,Small Appliances,2026-01-13,2,149.7,38.1,261.2,287,513,9.0,341,286.65,731.04
SKU0039,Small Appliances,2026-01-20,3,166.8,64.7,269.0,287,513,9.0,341,286.65,731.04
SKU0039,Small Appliances,2026-01-27,4,137.7,79.8,195.6,287,513,9.0,341,286.65,731.04
SKU0039,Small Appliances,2026-02-03,5,130.1,89.7,170.4,287,513,9.0,341,286.65,731.04
SKU0039,Small Appliances,2026-02-10,6,125.4,101.4,149.5,287,513,9.0,341,286.65,731.04
SKU0039,Small Appliances,2026-02-17,7,123.5,99.8,147.2,287,513,9.0,341,286.65,731.04
SKU0039,Small Appliances,2026-02-24,8,104.0,84.0,123.9,287,513,9.0,341,286.65,731.04
SKU0040,Small Appliances,2026-01-06,1,69.5,0.0,161.7,111,546,7.0,254,3174.39,4759.29
SKU0040,Small Appliances,2026-01-13,2,136.0,26.6,245.5,111,546,7.0,254,3174.39,4759.29
SKU0040,Small Appliances,2026-01-20,3,154.9,61.9,247.9,111,546,7.0,254,3174.39,4759.29
SKU0040,Small Appliances,2026-01-27,4,117.2,67.6,166.7,111,546,7.0,254,3174.39,4759.29
SKU0040,Small Appliances,2026-02-03,5,116.8,76.2,157.5,111,546,7.0,254,3174.39,4759.29
SKU0040,Small Appliances,2026-02-10,6,120.1,97.0,143.1,111,546,7.0,254,3174.39,4759.29
SKU0040,Small Appliances,2026-02-17,7,110.0,88.9,131.2,111,546,7.0,254,3174.39,4759.29
SKU0040,Small Appliances,2026-02-24,8,89.5,72.3,106.7,111,546,7.0,254,3174.39,4759.29
SKU0041,Decor,2026-01-06,1,34.4,10.9,57.8,0,57,9.0,33,3763.74,7851.44
SKU0041,Decor,2026-01-13,2,38.8,10.2,67.3,0,57,9.0,33,3763.74,7851.44
SKU0041,Decor,2026-01-20,3,43.4,16.3,70.4,0,57,9.0,33,3763.74,7851.44
SKU0041,Decor,2026-01-27,4,40.9,33.1,48.8,0,57,9.0,33,3763.74,7851.44
SKU0041,Decor,2026-02-03,5,37.7,30.4,44.9,0,57,9.0,33,3763.74,7851.44
SKU0041,Decor,2026-02-10,6,41.4,33.4,49.3,0,57,9.0,33,3763.74,7851.44
SKU0041,Decor,2026-02-17,7,40.0,32.3,47.7,0,57,9.0,33,3763.74,7851.44
SKU0041,Decor,2026-02-24,8,33.1,26.7,39.4,0,57,9.0,33,3763.74,7851.44
SKU0042,Small Appliances,2026-01-06,1,49.2,0.0,119.2,25,345,23.0,281,1214.51,2183.55
SKU0042,Small Appliances,2026-01-13,2,92.0,16.0,168.1,25,345,23.0,281,1214.51,2183.55
SKU0042,Small Appliances,2026-01-20,3,92.6,36.7,148.5,25,345,23.0,281,1214.51,2183.55
SKU0042,Small Appliances,2026-01-27,4,74.1,40.1,108.1,25,345,23.0,281,1214.51,2183.55
SKU0042,Small Appliances,2026-02-03,5,73.1,50.5,95.7,25,345,23.0,281,1214.51,2183.55
SKU0042,Small Appliances,2026-02-10,6,71.4,57.7,85.1,25,345,23.0,281,1214.51,2183.55
SKU0042,Small Appliances,2026-02-17,7,64.6,52.2,77.0,25,345,23.0,281,1214.51,2183.55
SKU0042,Small Appliances,2026-02-24,8,55.6,44.9,66.3,25,345,23.0,281,1214.51,2183.55
SKU0043,Small Appliances,2026-01-06,1,88.1,0.0,220.9,204,276,27.0,453,282.13,674.73
SKU0043,Small Appliances,2026-01-13,2,185.0,29.7,340.4,204,276,27.0,453,282.13,674.73
SKU0043,Small Appliances,2026-01-20,3,206.3,68.9,343.7,204,276,27.0,453,282.13,674.73
SKU0043,Small Appliances,2026-01-27,4,162.0,85.2,238.8,204,276,27.0,453,282.13,674.73
SKU0043,Small Appliances,2026-02-03,5,152.6,95.5,209.6,204,276,27.0,453,282.13,674.73
SKU0043,Small Appliances,2026-02-10,6,155.4,125.6,185.2,204,276,27.0,453,282.13,674.73
SKU0043,Small Appliances,2026-02-17,7,146.8,118.6,175.0,204,276,27.0,453,282.13,674.73
SKU0043,Small Appliances,2026-02-24,8,122.0,98.6,145.4,204,276,27.0,453,282.13,674.73
SKU0044,Small Appliances,2026-01-06,1,75.3,0.0,193.1,0,615,8.0,334,732.95,1513.43
SKU0044,Small Appliances,2026-01-13,2,145.5,14.4,276.7,0,615,8.0,334,732.95,1513.43
SKU0044,Small Appliances,2026-01-20,3,158.7,63.9,253.5,0,615,8.0,334,732.95,1513.43
SKU0044,Small Appliances,2026-01-27,4,125.7,62.4,188.9,0,615,8.0,334,732.95,1513.43
SKU0044,Small Appliances,2026-02-03,5,118.2,77.6,158.8,0,615,8.0,334,732.95,1513.43
SKU0044,Small Appliances,2026-02-10,6,119.6,96.7,142.6,0,615,8.0,334,732.95,1513.43
SKU0044,Small Appliances,2026-02-17,7,111.7,90.3,133.2,0,615,8.0,334,732.95,1513.43
SKU0044,Small Appliances,2026-02-24,8,90.6,73.2,108.0,0,615,8.0,334,732.95,1513.43
SKU0045,Decor,2026-01-06,1,55.3,0.0,144.9,709,540,29.0,1054,1268.69,2780.09
SKU0045,Decor,2026-01-13,2,121.2,30.7,211.7,709,540,29.0,1054,1268.69,2780.09
SKU0045,Decor,2026-01-20,3,128.4,39.5,217.4,709,540,29.0,1054,1268.69,2780.09
SKU0045,Decor,2026-01-27,4,93.4,39.1,147.7,709,540,29.0,1054,1268.69,2780.09
SKU0045,Decor,2026-02-03,5,84.2,47.5,121.0,709,540,29.0,1054,1268.69,2780.09
SKU0045,Decor,2026-02-10,6,88.1,64.5,111.8,709,540,29.0,1054,1268.69,2780.09
SKU0045,Decor,2026-02-17,7,84.8,62.3,107.2,709,540,29.0,1054,1268.69,2780.09
SKU0045,Decor,2026-02-24,8,67.6,54.6,80.6,709,540,29.0,1054,1268.69,2780.09
SKU0046,Bedding,2026-01-06,1,53.4,0.0,128.0,720,0,23.0,704,3120.86,4772.7
SKU0046,Bedding,2026-01-13,2,114.8,27.7,201.8,720,0,23.0,704,3120.86,4772.7
SKU0046,Bedding,2026-01-20,3,122.4,41.8,203.0,720,0,23.0,704,3120.86,4772.7
SKU0046,Bedding,2026-01-27,4,103.5,60.9,146.2,720,0,23.0,704,3120.86,4772.7
SKU0046,Bedding,2026-02-03,5,89.9,55.5,124.3,720,0,23.0,704,3120.86,4772.7
SKU0046,Bedding,2026-02-10,6,89.5,72.3,106.7,720,0,23.0,704,3120.86,4772.7
SKU0046,Bedding,2026-02-17,7,87.5,70.4,104.7,720,0,23.0,704,3120.86,4772.7
SKU0046,Bedding,2026-02-24,8,72.2,58.4,86.1,720,0,23.0,704,3120.86,4772.7
SKU0047,Bedding,2026-01-06,1,61.0,0.0,145.5,1131,693,25.0,1225,342.17,706.86
SKU0047,Bedding,2026-01-13,2,131.2,33.9,228.6,1131,693,25.0,1225,342.17,706.86
SKU0047,Bedding,2026-01-20,3,135.6,53.9,217.4,1131,693,25.0,1225,342.17,706.86
SKU0047,Bedding,2026-01-27,4,101.4,48.2,154.6,1131,693,25.0,1225,342.17,706.86
SKU0047,Bedding,2026-02-03,5,95.9,57.7,134.0,1131,693,25.0,1225,342.17,706.86
SKU0047,Bedding,2026-02-10,6,97.8,75.3,120.3,1131,693,25.0,1225,342.17,706.86
SKU0047,Bedding,2026-02-17,7,90.5,69.7,111.4,1131,693,25.0,1225,342.17,706.86
SKU0047,Bedding,2026-02-24,8,76.4,61.7,91.1,1131,693,25.0,1225,342.17,706.86
SKU0048,Decor,2026-01-06,1,69.6,0.0,164.6,0,239,12.0,199,3353.2,7946.75
SKU0048,Decor,2026-01-13,2,131.2,30.6,231.7,0,239,12.0,199,3353.2,7946.75
SKU0048,Decor,2026-01-20,3,144.9,51.3,238.4,0,239,12.0,199,3353.2,7946.75
SKU0048,Decor,2026-01-27,4,112.4,59.6,165.2,0,239,12.0,199,3353.2,7946.75
SKU0048,Decor,2026-02-03,5,109.4,73.0,145.7,0,239,12.0,199,3353.2,7946.75
SKU0048,Decor,2026-02-10,6,105.9,85.5,126.2,0,239,12.0,199,3353.2,7946.75
SKU0048,Decor,2026-02-17,7,99.2,79.2,119.2,0,239,12.0,199,3353.2,7946.75
SKU0048,Decor,2026-02-24,8,82.8,66.9,98.7,0,239,12.0,199,3353.2,7946.75
SKU0049,Kitchen,2026-01-06,1,82.1,0.0,203.4,271,494,16.0,575,1305.49,2634.57
SKU0049,Kitchen,2026-01-13,2,187.9,46.3,329.4,271,494,16.0,575,1305.49,2634.57
SKU0049,Kitchen,2026-01-20,3,171.2,66.6,275.8,271,494,16.0,575,1305.49,2634.57
SKU0049,Kitchen,2026-01-27,4,158.3,93.2,223.5,271,494,16.0,575,1305.49,2634.57
SKU0049,Kitchen,2026-02-03,5,151.9,100.1,203.7,271,494,16.0,575,1305.49,2634.57
SKU0049,Kitchen,2026-02-10,6,141.0,114.0,168.1,271,494,16.0,575,1305.49,2634.57
SKU0049,Kitchen,2026-02-17,7,133.6,108.0,159.3,271,494,16.0,575,1305.49,2634.57
SKU0049,Kitchen,2026-02-24,8,115.6,93.4,137.8,271,494,16.0,575,1305.49,2634.57
SKU0050,Kitchen,2026-01-06,1,6.3,0.0,14.1,35,47,23.0,76,3756.97,6001.87
SKU0050,Kitchen,2026-01-13,2,9.1,0.5,17.7,35,47,23.0,76,3756.97,6001.87
SKU0050,Kitchen,2026-01-20,3,9.2,2.4,16.0,35,47,23.0,76,3756.97,6001.87
SKU0050,Kitchen,2026-01-27,4,9.3,6.5,12.0,35,47,23.0,76,3756.97,6001.87
SKU0050,Kitchen,2026-02-03,5,9.7,7.8,11.5,35,47,23.0,76,3756.97,6001.87
SKU0050,Kitchen,2026-02-10,6,12.7,10.2,15.1,35,47,23.0,76,3756.97,6001.87
SKU0050,Kitchen,2026-02-17,7,14.4,11.7,17.2,35,47,23.0,76,3756.97,6001.87
SKU0050,Kitchen,2026-02-24,8,11.1,8.4,13.9,35,47,23.0,76,3756.97,6001.87
SKU0051,Small Appliances,2026-01-06,1,69.7,0.0,166.0,0,164,11.0,134,2001.84,9808.49
SKU0051,Small Appliances,2026-01-13,2,135.3,37.1,233.6,0,164,11.0,134,2001.84,9808.49
SKU0051,Small Appliances,2026-01-20,3,151.3,67.0,235.5,0,164,11.0,134,2001.84,9808.49
SKU0051,Small Appliances,2026-01-27,4,119.8,71.3,168.3,0,164,11.0,134,2001.84,9808.49
SKU0051,Small Appliances,2026-02-03,5,117.5,78.4,156.7,0,164,11.0,134,2001.84,9808.49
SKU0051,Small Appliances,2026-02-10,6,119.1,96.2,141.9,0,164,11.0,134,2001.84,9808.49
SKU0051,Small Appliances,2026-02-17,7,110.8,89.5,132.1,0,164,11.0,134,2001.84,9808.49
SKU0051,Small Appliances,2026-02-24,8,93.0,75.1,110.8,0,164,11.0,134,2001.84,9808.49
SKU0052,Small Appliances,2026-01-06,1,107.4,0.0,242.6,425,564,28.0,693,3585.01,8862.63
SKU0052,Small Appliances,2026-01-13,2,198.9,30.7,367.0,425,564,28.0,693,3585.01,8862.63
SKU0052,Small Appliances,2026-01-20,3,233.5,89.0,377.9,425,564,28.0,693,3585.01,8862.63
SKU0052,Small Appliances,2026-01-27,4,185.1,116.3,253.9,425,564,28.0,693,3585.01,8862.63
SKU0052,Small Appliances,2026-02-03,5,176.3,117.3,235.4,425,564,28.0,693,3585.01,8862.63
SKU0052,Small Appliances,2026-02-10,6,168.1,135.8,200.4,425,564,28.0,693,3585.01,8862.63
SKU0052,Small Appliances,2026-02-17,7,160.5,128.0,193.0,425,564,28.0,693,3585.01,8862.63
SKU0052,Small Appliances,2026-02-24,8,140.5,113.5,167.4,425,564,28.0,693,3585.01,8862.63
SKU0053,Furniture,2026-01-06,1,21.0,2.9,39.1,123,0,15.0,120,3133.65,6875.21
SKU0053,Furniture,2026-01-13,2,22.3,5.8,38.7,123,0,15.0,120,3133.65,6875.21
SKU0053,Furniture,2026-01-20,3,24.6,12.3,36.9,123,0,15.0,120,3133.65,6875.21
SKU0053,Furniture,2026-01-27,4,23.7,18.7,28.8,123,0,15.0,120,3133.65,6875.21
SKU0053,Furniture,2026-02-03,5,26.3,21.3,31.4,123,0,15.0,120,3133.65,6875.21
SKU0053,Furniture,2026-02-10,6,25.6,20.7,30.5,123,0,15.0,120,3133.65,6875.21
SKU0053,Furniture,2026-02-17,7,22.9,18.5,27.3,123,0,15.0,120,3133.65,6875.21
SKU0053,Furniture,2026-02-24,8,16.9,13.6,20.1,123,0,15.0,120,3133.65,6875.21
SKU0054,Decor,2026-01-06,1,66.4,0.0,169.7,784,727,24.0,1222,558.97,1283.48
SKU0054,Decor,2026-01-13,2,208.3,63.5,353.1,784,727,24.0,1222,558.97,1283.48
SKU0054,Decor,2026-01-20,3,207.9,85.6,330.3,784,727,24.0,1222,558.97,1283.48
SKU0054,Decor,2026-01-27,4,180.9,103.1,258.6,784,727,24.0,1222,558.97,1283.48
SKU0054,Decor,2026-02-03,5,150.8,76.0,225.7,784,727,24.0,1222,558.97,1283.48
SKU0054,Decor,2026-02-10,6,160.0,129.3,190.7,784,727,24.0,1222,558.97,1283.48
SKU0054,Decor,2026-02-17,7,143.8,115.7,171.9,784,727,24.0,1222,558.97,1283.48
SKU0054,Decor,2026-02-24,8,125.1,101.1,149.1,784,727,24.0,1222,558.97,1283.48
SKU0055,Decor,2026-01-06,1,69.0,0.0,158.0,211,593,25.0,517,1115.69,1726.32
SKU0055,Decor,2026-01-13,2,134.6,33.4,235.9,211,593,25.0,517,1115.69,1726.32
SKU0055,Decor,2026-01-20,3,150.6,65.7,235.6,211,593,25.0,517,1115.69,1726.32
SKU0055,Decor,2026-01-27,4,117.7,67.0,168.4,211,593,25.0,517,1115.69,1726.32
SKU0055,Decor,2026-02-03,5,110.1,70.9,149.2,211,593,25.0,517,1115.69,1726.32
SKU0055,Decor,2026-02-10,6,113.3,91.6,135.1,211,593,25.0,517,1115.69,1726.32
SKU0055,Decor,2026-02-17,7,103.4,82.6,124.2,211,593,25.0,517,1115.69,1726.32
SKU0055,Decor,2026-02-24,8,86.2,69.7,102.8,211,593,25.0,517,1115.69,1726.32
SKU0056,Kitchen,2026-01-06,1,17.4,0.0,42.6,0,161,23.0,116,782.48,1263.8
SKU0056,Kitchen,2026-01-13,2,21.7,0.0,49.7,0,161,23.0,116,782.48,1263.8
SKU0056,Kitchen,2026-01-20,3,23.5,0.0,50.2,0,161,23.0,116,782.48,1263.8
SKU0056,Kitchen,2026-01-27,4,22.9,15.7,30.1,0,161,23.0,116,782.48,1263.8
SKU0056,Kitchen,2026-02-03,5,25.4,20.5,30.3,0,161,23.0,116,782.48,1263.8
SKU0056,Kitchen,2026-02-10,6,24.7,20.0,29.4,0,161,23.0,116,782.48,1263.8
SKU0056,Kitchen,2026-02-17,7,26.7,21.6,31.9,0,161,23.0,116,782.48,1263.8
SKU0056,Kitchen,2026-02-24,8,17.0,13.8,20.3,0,161,23.0,116,782.48,1263.8
SKU0057,Decor,2026-01-06,1,53.1,0.0,120.0,604,0,12.0,440,946.45,1677.48
SKU0057,Decor,2026-01-13,2,112.8,39.3,186.3,604,0,12.0,440,946.45,1677.48
SKU0057,Decor,2026-01-20,3,113.3,60.0,166.7,604,0,12.0,440,946.45,1677.48
SKU0057,Decor,2026-01-27,4,88.1,47.3,128.9,604,0,12.0,440,946.45,1677.48
SKU0057,Decor,2026-02-03,5,81.5,50.1,113.0,604,0,12.0,440,946.45,1677.48
SKU0057,Decor,2026-02-10,6,82.4,64.1,100.7,604,0,12.0,440,946.45,1677.48
SKU0057,Decor,2026-02-17,7,79.6,63.0,96.1,604,0,12.0,440,946.45,1677.48
SKU0057,Decor,2026-02-24,8,66.8,54.0,79.6,604,0,12.0,440,946.45,1677.48
SKU0058,Kitchen,2026-01-06,1,5.8,0.0,15.0,0,16,10.0,10,3892.94,7789.34
SKU0058,Kitchen,2026-01-13,2,7.7,0.0,17.7,0,16,10.0,10,3892.94,7789.34
SKU0058,Kitchen,2026-01-20,3,8.1,0.0,17.5,0,16,10.0,10,3892.94,7789.34
SKU0058,Kitchen,2026-01-27,4,6.4,4.8,8.1,0,16,10.0,10,3892.94,7789.34
SKU0058,Kitchen,2026-02-03,5,6.1,4.8,7.4,0,16,10.0,10,3892.94,7789.34
SKU0058,Kitchen,2026-02-10,6,7.6,6.1,9.1,0,16,10.0,10,3892.94,7789.34
SKU0058,Kitchen,2026-02-17,7,9.9,8.0,11.8,0,16,10.0,10,3892.94,7789.34
SKU0058,Kitchen,2026-02-24,8,7.4,5.5,9.4,0,16,10.0,10,3892.94,7789.34
SKU0059,Small Appliances,2026-01-06,1,44.8,0.0,101.6,251,326,13.0,324,1072.69,1671.45
SKU0059,Small Appliances,2026-01-13,2,80.6,23.8,137.3,251,326,13.0,324,1072.69,1671.45
SKU0059,Small Appliances,2026-01-20,3,81.7,35.9,127.6,251,326,13.0,324,1072.69,1671.45
SKU0059,Small Appliances,2026-01-27,4,67.2,42.6,91.8,251,326,13.0,324,1072.69,1671.45
SKU0059,Small Appliances,2026-02-03,5,66.0,46.9,85.0,251,326,13.0,324,1072.69,1671.45
SKU0059,Small Appliances,2026-02-10,6,62.7,50.7,74.8,251,326,13.0,324,1072.69,1671.45
SKU0059,Small Appliances,2026-02-17,7,61.7,49.9,73.6,251,326,13.0,324,1072.69,1671.45
SKU0059,Small Appliances,2026-02-24,8,52.9,42.7,63.0,251,326,13.0,324,1072.69,1671.45
SKU0060,Furniture,2026-01-06,1,12.1,0.0,25.9,71,0,10.0,37,662.96,1330.96
SKU0060,Furniture,2026-01-13,2,15.6,1.2,30.0,71,0,10.0,37,662.96,1330.96
SKU0060,Furniture,2026-01-20,3,16.7,3.4,29.9,71,0,10.0,37,662.96,1330.96
SKU0060,Furniture,2026-01-27,4,12.5,8.1,16.8,71,0,10.0,37,662.96,1330.96
SKU0060,Furniture,2026-02-03,5,13.4,10.8,16.0,71,0,10.0,37,662.96,1330.96
SKU0060,Furniture,2026-02-10,6,17.1,13.8,20.4,71,0,10.0,37,662.96,1330.96
SKU0060,Furniture,2026-02-17,7,17.7,14.3,21.1,71,0,10.0,37,662.96,1330.96
SKU0060,Furniture,2026-02-24,8,11.7,8.9,14.6,71,0,10.0,37,662.96,1330.96
SKU0061,Kitchen,2026-01-06,1,108.7,0.0,256.4,764,782,27.0,1378,959.15,2268.34
SKU0061,Kitchen,2026-01-13,2,192.2,25.3,359.1,764,782,27.0,1378,959.15,2268.34
SKU0061,Kitchen,2026-01-20,3,226.1,71.0,381.2,764,782,27.0,1378,959.15,2268.34
SKU0061,Kitchen,2026-01-27,4,187.4,110.5,264.4,764,782,27.0,1378,959.15,2268.34
SKU0061,Kitchen,2026-02-03,5,161.8,106.7,216.9,764,782,27.0,1378,959.15,2268.34
SKU0061,Kitchen,2026-02-10,6,166.3,134.4,198.3,764,782,27.0,1378,959.15,2268.34
SKU0061,Kitchen,2026-02-17,7,156.4,123.9,188.9,764,782,27.0,1378,959.15,2268.34
SKU0061,Kitchen,2026-02-24,8,132.8,107.3,158.3,764,782,27.0,1378,959.15,2268.34
SKU0062,Small Appliances,2026-01-06,1,78.5,0.0,218.1,139,770,17.0,885,3008.14,4684.48
SKU0062,Small Appliances,2026-01-13,2,183.7,18.9,348.6,139,770,17.0,885,3008.14,4684.48
SKU0062,Small Appliances,2026-01-20,3,183.8,48.4,319.2,139,770,17.0,885,3008.14,4684.48
SKU0062,Small Appliances,2026-01-27,4,156.8,83.0,230.5,139,770,17.0,885,3008.14,4684.48
SKU0062,Small Appliances,2026-02-03,5,151.2,96.0,206.4,139,770,17.0,885,3008.14,4684.48
SKU0062,Small Appliances,2026-02-10,6,144.8,117.0,172.5,139,770,17.0,885,3008.14,4684.48
SKU0062,Small Appliances,2026-02-17,7,132.2,106.8,157.5,139,770,17.0,885,3008.14,4684.48
SKU0062,Small Appliances,2026-02-24,8,114.2,92.3,136.1,139,770,17.0,885,3008.14,4684.48
SKU0063,Small Appliances,2026-01-06,1,42.6,0.0,96.2,159,342,11.0,261,1710.8,3012.96
SKU0063,Small Appliances,2026-01-13,2,80.6,16.3,144.9,159,342,11.0,261,1710.8,3012.96
SKU0063,Small Appliances,2026-01-20,3,78.4,23.3,133.5,159,342,11.0,261,1710.8,3012.96
SKU0063,Small Appliances,2026-01-27,4,64.9,40.0,89.7,159,342,11.0,261,1710.8,3012.96
SKU0063,Small Appliances,2026-02-03,5,64.4,45.1,83.8,159,342,11.0,261,1710.8,3012.96
SKU0063,Small Appliances,2026-02-10,6,66.7,53.9,79.5,159,342,11.0,261,1710.8,3012.96
SKU0063,Small Appliances,2026-02-17,7,60.5,48.9,72.2,159,342,11.0,261,1710.8,3012.96
SKU0063,Small Appliances,2026-02-24,8,53.6,43.3,63.9,159,342,11.0,261,1710.8,3012.96
SKU0064,Kitchen,2026-01-06,1,33.2,0.0,69.1,49,128,21.0,188,2718.88,6924.3
SKU0064,Kitchen,2026-01-13,2,58.3,14.4,102.1,49,128,21.0,188,2718.88,6924.3
SKU0064,Kitchen,2026-01-20,3,61.8,26.9,96.7,49,128,21.0,188,2718.88,6924.3
SKU0064,Kitchen,2026-01-27,4,56.2,41.7,70.7,49,128,21.0,188,2718.88,6924.3
SKU0064,Kitchen,2026-02-03,5,52.8,38.4,67.2,49,128,21.0,188,2718.88,6924.3
SKU0064,Kitchen,2026-02-10,6,56.4,45.6,67.3,49,128,21.0,188,2718.88,6924.3
SKU0064,Kitchen,2026-02-17,7,54.6,44.1,65.1,49,128,21.0,188,2718.88,6924.3
SKU0064,Kitchen,2026-02-24,8,44.5,36.0,53.0,49,128,21.0,188,2718.88,6924.3
SKU0065,Small Appliances,2026-01-06,1,46.3,0.0,112.4,140,414,11.0,361,294.47,608.45
SKU0065,Small Appliances,2026-01-13,2,79.9,6.2,153.6,140,414,11.0,361,294.47,608.45
SKU0065,Small Appliances,2026-01-20,3,86.9,21.7,152.1,140,414,11.0,361,294.47,608.45
SKU0065,Small Appliances,2026-01-27,4,68.2,40.2,96.2,140,414,11.0,361,294.47,608.45
SKU0065,Small Appliances,2026-02-03,5,65.5,45.8,85.2,140,414,11.0,361,294.47,608.45
SKU0065,Small Appliances,2026-02-10,6,66.1,53.4,78.8,140,414,11.0,361,294.47,608.45
SKU0065,Small Appliances,2026-02-17,7,62.8,50.7,74.8,140,414,11.0,361,294.47,608.45
SKU0065,Small Appliances,2026-02-24,8,52.6,42.5,62.7,140,414,11.0,361,294.47,608.45
SKU0066,Kitchen,2026-01-06,1,68.4,0.0,161.5,67,373,12.0,346,602.41,944.82
SKU0066,Kitchen,2026-01-13,2,132.9,25.6,240.2,67,373,12.0,346,602.41,944.82
SKU0066,Kitchen,2026-01-20,3,147.1,51.9,242.2,67,373,12.0,346,602.41,944.82
SKU0066,Kitchen,2026-01-27,4,116.6,63.8,169.4,67,373,12.0,346,602.41,944.82
SKU0066,Kitchen,2026-02-03,5,110.9,73.0,148.9,67,373,12.0,346,602.41,944.82
SKU0066,Kitchen,2026-02-10,6,114.9,92.8,137.0,67,373,12.0,346,602.41,944.82
SKU0066,Kitchen,2026-02-17,7,106.5,86.0,126.9,67,373,12.0,346,602.41,944.82
SKU0066,Kitchen,2026-02-24,8,87.6,70.8,104.5,67,373,12.0,346,602.41,944.82
