sku_id,category,total_horizon_demand,avg_weekly_demand,on_hand_units,on_order_units,lead_time_days,reorder_point,unit_cost,avg_price,lead_time_weeks,demand_over_lead_time,available_stock,stockout_risk,overstock_risk,stockout_value_at_risk,overstock_capital_locked,rupee_value_at_stake,risk_quadrant,recommended_action
SKU0144,Decor,611.9,76.4875,216,364,14.0,390,3700.02,7416.17,2.0,152.975,580,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0142,Bedding,836.1,104.5125,184,562,28.0,512,2286.75,4385.3,4.0,418.05,746,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0147,Kitchen,999.9,124.9875,640,0,10.0,517,1266.32,2280.59,1.4285714285714286,178.55357142857142,640,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0146,Bedding,1266.2,158.275,715,936,20.0,1318,640.26,951.73,2.857142857142857,452.2142857142857,1651,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0148,Furniture,1281.6,160.2,420,857,20.0,1250,1392.79,3191.2,2.857142857142857,457.71428571428567,1277,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0141,Small Appliances,719.1,89.8875,258,385,22.0,520,2679.25,4767.61,3.142857142857143,282.50357142857143,643,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0138,Bedding,189.6,23.7,0,60,9.0,43,1026.99,2162.81,1.2857142857142858,30.47142857142857,60,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0139,Bedding,415.4,51.925,215,0,8.0,184,1789.92,3524.28,1.1428571428571428,59.342857142857135,215,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0151,Small Appliances,835.2,104.4,0,266,9.0,133,3982.76,9265.99,1.2857142857142858,134.22857142857146,266,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0150,Kitchen,259.0,32.375,41,168,26.0,226,2483.19,3833.07,3.7142857142857144,120.25,209,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0149,Kitchen,320.7,40.0875,283,267,15.0,308,3454.88,6380.17,2.142857142857143,85.90178571428571,550,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0153,Bedding,315.2,39.4,61,154,20.0,215,240.77,397.48,2.857142857142857,112.57142857142857,215,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0157,Kitchen,498.9,62.3625,18,167,15.0,173,3070.25,5896.52,2.142857142857143,133.63392857142856,185,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0154,Bedding,1117.8,139.725,712,0,11.0,655,822.25,1314.85,1.5714285714285714,219.56785714285712,712,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0155,Small Appliances,1241.5,155.1875,44,515,12.0,327,2312.68,5566.35,1.7142857142857142,266.0357142857143,559,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0156,Kitchen,191.2,23.9,107,106,21.0,157,738.06,1430.28,3.0,71.69999999999999,213,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0160,Furniture,517.5,64.6875,360,0,13.0,351,2144.985,4837.43,1.8571428571428572,120.13392857142857,360,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0159,Decor,846.7,105.8375,139,808,25.0,691,1084.84,1898.98,3.5714285714285716,377.99107142857144,947,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0158,Furniture,1171.0,146.375,422,0,11.0,557,772.56,1249.32,1.5714285714285714,230.01785714285714,422,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0161,Furniture,1374.9,171.8625,795,0,9.0,575,3405.64,7373.57,1.2857142857142858,220.96607142857147,795,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0164,Decor,686.5,85.8125,47,242,8.0,144,2033.78,4723.16,1.1428571428571428,98.07142857142857,289,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0162,Decor,931.4000000000001,116.42500000000001,33,654,21.0,433,2746.77,6360.1,3.0,349.27500000000003,687,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0165,Bedding,780.6,97.575,565,405,24.0,703,3656.3,7694.86,3.4285714285714284,334.54285714285714,970,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0137,Bedding,253.4,31.675,171,244,20.0,335,2611.59,4946.8,2.857142857142857,90.5,415,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0168,Furniture,168.1,21.0125,31,168,26.0,150,874.53,1579.95,3.7142857142857144,78.04642857142858,199,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0169,Decor,664.7,83.0875,75,194,16.0,236,3724.35,7217.23,2.2857142857142856,189.9142857142857,269,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0171,Small Appliances,653.0,81.625,295,1092,28.0,1013,2608.33,6724.71,4.0,326.5,1387,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0170,Furniture,317.9,39.7375,0,191,22.0,129,2474.21,3485.61,3.142857142857143,124.8892857142857,191,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0173,Bedding,126.3,15.7875,115,95,23.0,156,3860.2,9026.72,3.2857142857142856,51.87321428571428,210,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0174,Bedding,1286.4,160.8,868,900,19.0,1282,633.6,1443.91,2.7142857142857144,436.4571428571429,1768,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0175,Kitchen,1191.9,148.9875,750,710,20.0,970,2685.59,6885.26,2.857142857142857,425.67857142857144,1460,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0172,Bedding,331.4,41.425,52,79,14.0,71,2014.52,4661.03,2.0,82.85,131,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0177,Kitchen,1050.7,131.3375,0,262,10.0,125,670.71,971.95,1.4285714285714286,187.625,262,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0178,Decor,82.6,10.325,47,62,18.0,72,2060.86,5322.48,2.5714285714285716,26.55,109,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0179,Kitchen,1102.6,137.825,520,718,9.0,528,1763.99,4149.64,1.2857142857142858,177.20357142857142,1238,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0180,Kitchen,1377.8,172.225,943,912,23.0,1363,2310.75,5459.08,3.2857142857142856,565.8821428571429,1855,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0181,Decor,140.0,17.5,51,74,13.0,70,340.49,628.97,1.8571428571428572,32.5,125,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0182,Kitchen,715.6,89.45,397,439,23.0,714,615.27,1359.97,3.2857142857142856,293.90714285714284,836,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0183,Bedding,843.8,105.475,193,390,9.0,279,3488.73,7979.83,1.2857142857142858,135.6107142857143,583,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0176,Small Appliances,553.9,69.2375,223,320,16.0,372,1295.27,2953.87,2.2857142857142856,158.25714285714284,543,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0184,Bedding,639.3,79.9125,490,488,15.0,539,386.06,649.14,2.142857142857143,171.24107142857142,978,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0186,Kitchen,698.9,87.3625,186,235,22.0,364,312.51,588.03,3.142857142857143,274.5678571428571,421,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0187,Bedding,287.5,35.9375,34,130,12.0,122,1103.1,2673.18,1.7142857142857142,61.607142857142854,164,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0188,Bedding,1281.8,160.225,483,0,8.0,320,3442.71,6054.81,1.1428571428571428,183.1142857142857,483,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0189,Bedding,400.9,50.1125,4,290,14.0,187,1244.34,3065.89,2.0,100.225,294,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0190,Decor,1317.9,164.7375,689,854,13.0,814,522.28,945.49,1.8571428571428572,305.94107142857143,1543,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0191,Small Appliances,1266.4,158.3,493,512,25.0,753,3995.22,7014.15,3.5714285714285716,565.3571428571429,1005,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0192,Kitchen,417.0,52.125,257,0,10.0,188,719.92,1504.52,1.4285714285714286,74.46428571428572,257,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0193,Furniture,1185.0,148.125,513,799,10.0,637,2461.81,4605.66,1.4285714285714286,211.60714285714286,1312,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0194,Bedding,796.6,99.575,0,354,19.0,230,2088.28,3260.31,2.7142857142857144,270.27500000000003,354,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0195,Furniture,640.6,80.075,225,346,22.0,548,967.52,1375.04,3.142857142857143,251.6642857142857,571,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0196,Furniture,590.7,73.8375,249,0,11.0,235,2611.25,4731.46,1.5714285714285714,116.03035714285716,249,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0197,Small Appliances,528.4,66.05,55,128,16.0,136,3057.46,6264.82,2.2857142857142856,150.97142857142856,183,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0198,Kitchen,1274.1,159.2625,0,502,18.0,311,3608.59,6070.07,2.5714285714285716,409.53214285714284,502,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0199,Small Appliances,399.4,49.925,0,260,16.0,154,2212.26,5067.8,2.2857142857142856,114.1142857142857,260,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
SKU0200,Kitchen,830.8,103.85,505,549,21.0,809,2683.07,4720.22,3.0,311.54999999999995,1054,0.0,0.0,0.0,0.0,0.0,Healthy,No action needed; leave as is.
